"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","CO2_hrs","AccH2O_des","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
35,1664396866.6,888,2022-09-28 15:27:46,15:27:46,5,"a_y_70_83","ozzie",1664396863.8,0.00130590491180126,1.30590491180127,-3.36611535766475,423.396104186284,480.543896949664,43.7603430850243,38.5562253472865,0.0787692323344651,2.7674268382916,0.0775445696595169,0.0485738010115238,0.00015962074799999,25.687097093119,25.687097093119,3.31228524177298,53.8501420380815,1.82193227486762,3.38333791873602,1.49035296690536,-57.5904066104359,53.4608875271945,4.12194355317205,-0.00741590932134528,-3.35622253525804,1.30832750492534,-3.36611535766475,427.950712505691,432.061660606061,0.00075890897445502,65.1421463778758,1.30590491180127,18.468007251112,20.0046884848485,-0.00013188725940019,128.145475810812,0,0,1,0,48209,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396863.8,423.3961,420.034,20.00712,18.46883,416.7277,19.68855,500.0949,90.96426,0.09993489,26.04542,25.04389,999.9,0,0,10007.45,0,0.220656,3.36202,432.0399,427.9374,1.53829,420.034,18.46883,1.819932,1.680004,15.95904,14.71289,0.00100013,0,0,0,789.6,0.00100013,-13,-1.05,35.75,40.625,37.7748,41.8624,38.375,0,0,0,1664396852.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.424192,-0.332284727954984,0.0474240935706736,0,1.52408425,0.142413996247654,0.0143442930964722,0,0,2,"0/2",2.97412,2.75391,0.091661,0.0923382,0.0915703,0.0874479,35434.9,38626.9,35348.2,38591.6,45515.4,50850.5,55230.4,61884,1.98778,1.8503,0.0426061,0,24.3482,999.9,49.982,29.578,22.8475,60.5311,45.9696,1,-0.111479,-0.541776,20.1662,5.20291,12.0052,4.97565,3.29365,9999,726.5,9999,9999,1.86294,1.86783,1.86752,1.86874,1.86952,1.86565,1.86673,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.668,0.3184,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1540.9,1540.8,1.02295,2.62817,1.54785,2.29858,1.34644,2.26318,32.7313,15.6993,18,495.072,407.544,25.7786,25.8457,29.9996,25.8491,25.7957,20.5092,26.1856,59.4316,25.6964,420,18.3775,102.472,103.017,7
36,1664396871.6,893,2022-09-28 15:27:51,15:27:51,5,"a_y_70_83","ozzie",1664396869.1,0.00129669057975321,1.29669057975321,-3.39133589275149,423.406337538478,481.660639372094,43.8626017699995,38.5576525301192,0.0780617065673698,2.76651601228295,0.0768583749667997,0.0481430536968567,0.00015962074799999,25.6947090932452,25.6947090932452,3.31378098319896,53.7976226174844,1.82071435662562,3.38437698180714,1.49306662657335,-57.1840545671167,53.0822205268571,4.09435808431897,-0.0073163351925416,-3.40680351073473,1.34019344961545,-3.39133589275149,427.882771986844,432.030133333333,-0.00046563899716669,65.1421463778758,1.29669057975321,18.407203014179,19.9819927272727,-0.00535255045202059,128.145475810812,0,0,1,0,48379,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664396869.1,423.406333333333,419.999777777778,19.9934888888889,18.4177222222222,416.737666666667,19.6755333333333,500.098777777778,90.9654555555556,0.0999091111111111,26.0506111111111,25.0495111111111,999.9,0,0,10001.94,0,0.220656,3.40635555555555,432.044222222222,427.880333333333,1.57577666666667,419.999777777778,18.4177222222222,1.81871666666667,1.67537444444444,15.9485888888889,14.6701,0.00100013,0,0,0,797.888888888889,0.00100013,-7.5,-0.222222222222222,35.7913333333333,40.6525555555556,37.812,41.9163333333333,38.3887777777778,0,0,0,1664396857.2,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.41394725,-0.205575647279555,0.0424478029459417,0,1.53750525,0.177323864915571,0.0187594545479739,0,0,2,"0/2",2.97399,2.75386,0.091657,0.0923359,0.0914937,0.0872228,35435.2,38627.3,35348.4,38591.9,45519.7,50863.7,55230.8,61884.7,1.9875,1.8503,0.0430644,0,24.3483,999.9,49.957,29.578,22.8369,60.4811,45.9255,1,-0.111811,-0.421288,20.1667,5.20261,12.0059,4.97565,3.29355,9999,726.5,9999,9999,1.86293,1.86783,1.86752,1.86874,1.86955,1.86567,1.86674,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.669,0.3173,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1541,1540.8,1.02417,2.62573,1.54785,2.29858,1.34644,2.37061,32.7313,15.7081,18,494.869,407.525,25.714,25.843,29.9997,25.8464,25.793,20.5085,26.1856,59.4316,25.6475,420,18.3937,102.473,103.018,7
37,1664397374,1395.40000009537,2022-09-28 15:36:14,15:36:14,5,"a_n_280_135","ozzie",1664397371.25,0.00065370563393415,0.653705633934153,-2.81036518817833,423.004703494623,526.2712444482,47.9184856809863,38.515774975792,0.0389961321378484,2.76226420907496,0.0386928522042518,0.0242100843838471,0.00015962074799999,25.5400490983979,25.5400490983979,3.28350614319696,53.8773733017238,1.78803354194201,3.31870956649775,1.49547260125495,-28.8284184564961,26.7638907403437,2.06250584181774,-0.00186225358674718,-2.83564503292462,0.658249175737018,-2.81036518817833,428.015122604127,431.453127272727,-0.00032734222876482,65.1556885443329,0.653705633934153,18.8629997553045,19.6341139393939,-0.000240801377502,127.981275398903,0,0,1,0,48357,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397371.25,423.0047,419.9368,19.63732,18.86312,416.3389,19.3356,500.1211,90.95274,0.1000891,25.71977,24.89847,999.9,0,0,9978.25,0,0.220656,3.067994,431.4779,428.0103,0.7741951,419.9368,18.86312,1.786067,1.715653,15.66539,15.03878,0.00100013,0,0,0,709.5,0.00100013,-17.75,-1.6,35.25,39.4685,37.125,39.9497,37.6808,0,0,0,1664397359.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.03119390243902,0.115977700348436,0.0401261019529894,0,0.803087682926829,-0.252528271777,0.0255318190236333,0,0,2,"0/2",2.97418,2.75366,0.0916115,0.0923621,0.090413,0.0888317,35440.9,38636.6,35351.7,38601.3,45577.4,50786.2,55234.1,61899.8,1.99357,1.85445,0.0406802,0,24.2361,999.9,50.861,29.356,22.9556,60.2811,46.0537,1,-0.122302,-0.745027,20.1656,5.20127,12.0043,4.97575,3.29313,9999,726.6,9999,9999,1.86295,1.86778,1.86752,1.86873,1.86953,1.86567,1.86672,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.665,0.3015,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1549.3,1549.2,1.02539,2.62207,1.54785,2.29858,1.34644,2.42188,32.4875,15.6293,18,497.382,408.666,24.9245,25.7057,30.0001,25.6884,25.6348,20.5567,24.8799,61.808,24.9653,420,18.8102,102.48,103.043,7
38,1664397379,1400.40000009537,2022-09-28 15:36:19,15:36:19,5,"a_n_280_135","ozzie",1664397376.5,0.00065184736834261,0.651847368342611,-2.7686819766692,422.960003427508,525.06585537897,47.8105468770782,38.5131671843424,0.0388002906611485,2.76885384396979,0.0385007452381505,0.0240896858413815,0.00015962074799999,25.5543766284779,25.5543766284779,3.2863005783235,53.8214629952349,1.78759981399338,3.32135121290115,1.49870076433012,-28.7464689439092,26.6921015464589,2.0523641366495,-0.00184364005277259,-2.77790310995834,0.653327622939906,-2.7686819766692,428.026028018362,431.412933333333,-0.00023238007648927,65.1556885443329,0.651847368342611,18.8635206192219,19.6309096969697,-6.83901491010954e-05,127.981275398903,0,0,1,0,48386,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397376.5,422.96,419.958555555556,19.6318111111111,18.8633222222222,416.294444444444,19.3303444444444,500.073555555556,90.9565111111111,0.0997752333333333,25.7331888888889,24.9297444444444,999.9,0,0,10016.7333333333,0,0.220656,3.00162333333333,431.43,428.032666666667,0.768486,419.958555555556,18.8633222222222,1.78564,1.71574333333333,15.6616555555556,15.0395777777778,0.00100013,0,0,0,716.111111111111,0.00100013,-31.1111111111111,-4.66666666666667,35.2706666666667,39.5482222222222,37.1732222222222,40.0552222222222,37.708,0,0,0,1664397364.8,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.02498925,0.180144202626637,0.0390385942618007,0,0.785970175,-0.159336439024392,0.0158442310430129,0,0,2,"0/2",2.97429,2.75389,0.0916087,0.0923758,0.0904074,0.0888332,35441.5,38636.1,35352.1,38601.4,45578.3,50786.4,55234.9,61900.1,1.9938,1.8547,0.0443533,0,24.2358,999.9,50.861,29.356,22.9568,60.5311,45.4207,1,-0.122386,-0.775561,20.1653,5.20217,12.0041,4.97565,3.2931,9999,726.6,9999,9999,1.86295,1.86782,1.86752,1.86873,1.86957,1.86565,1.86676,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.665,0.3015,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1549.4,1549.3,1.02539,2.62451,1.54785,2.29858,1.34644,2.42798,32.4875,15.6293,18,497.509,408.793,24.9998,25.7039,30,25.6863,25.6333,20.557,24.8799,61.808,25.0314,420,18.8027,102.481,103.043,7
39,1664397384,1405.40000009537,2022-09-28 15:36:24,15:36:24,5,"a_n_280_135","ozzie",1664397381.2,0.00065176209987674,0.651762099876742,-2.74969212039505,422.954103416482,524.403327314346,47.7508041973416,38.5131015093582,0.0387540232306297,2.76564800399836,0.0384548452868223,0.0240609655985052,0.00015962074799999,25.5618396915096,25.5618396915096,3.28775699362756,53.792785285731,1.78745587615979,3.32285429480062,1.50030111746777,-28.7427086045643,26.6862530833994,2.05444869972759,-0.00184720068935817,-2.72494173082039,0.653271919782611,-2.74969212039505,428.092840369592,431.453642424242,0.00033851201319264,65.1556885443329,0.651762099876742,18.8610755210002,19.6283096969697,-6.60539794014919e-05,127.981275398903,0,0,1,0,48301,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397381.2,422.9541,420.0163,19.62999,18.8616,416.2883,19.32861,500.0962,90.95743,0.09997126,25.74082,24.98896,999.9,0,0,9997.698,0,0.220656,2.937599,431.4229,428.0908,0.7683911,420.0163,18.8616,1.785493,1.715603,15.66037,15.03834,0.00100013,0,0,0,711.25,0.00100013,-15.7,-1.25,35.312,39.6061,37.187,40.156,37.75,0,0,0,1664397369.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.01333775,-0.349106679174487,0.0534497503964003,0,0.7758808,-0.0844801125703581,0.00892194715350858,1,1,2,"1/2",2.97436,2.75394,0.0916167,0.092379,0.0904001,0.088831,35440.9,38636.1,35351.8,38601.5,45578.5,50786.4,55234.7,61899.9,1.99375,1.85448,0.0467375,0,24.2346,999.9,50.861,29.376,22.9841,60.7811,45.609,1,-0.122439,-0.672429,20.1659,5.20336,12.0041,4.97575,3.29308,9999,726.6,9999,9999,1.86294,1.8678,1.86752,1.86873,1.86954,1.86566,1.86674,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3013,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1549.5,1549.4,1.02539,2.62695,1.54785,2.29858,1.34644,2.28149,32.4875,15.6205,18,497.47,408.656,25.0606,25.7028,30,25.6855,25.6315,20.5553,24.8799,61.808,25.0591,420,18.8029,102.481,103.043,7
40,1664397389,1410.40000009537,2022-09-28 15:36:29,15:36:29,5,"a_n_280_135","ozzie",1664397386.5,0.00065109246932803,0.651092469328031,-2.80860551499695,422.996670149647,527.09945463956,47.99819018531,38.5184891444807,0.038668144534322,2.76662087896668,0.0383703894469218,0.0240080542633817,0.00015962074799999,25.5702852315398,25.5702852315398,3.28940581920066,53.7619229302653,1.78729928397742,3.32447052962694,1.50210653522324,-28.7131778973662,26.6593486951978,2.05182729755386,-0.00184228386647333,-2.79759245702985,0.65245054785225,-2.80860551499695,428.023692347579,431.458478787879,-7.34526195926628e-05,65.1556885443329,0.651092469328031,18.8599131286832,19.6261121212121,-3.98280763207466e-05,127.981275398903,0,0,1,0,48368,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397386.5,422.996666666667,419.971333333333,19.6275,18.8600777777778,416.330777777778,19.3262333333333,500.098555555555,90.9609111111111,0.100063744444444,25.7490222222222,25.0073111111111,999.9,0,0,10003.0588888889,0,0.222035111111111,3.02525666666667,431.465222222222,428.044333333333,0.767383333333333,419.971333333333,18.8600777777778,1.78533333333333,1.71553222222222,15.6589666666667,15.0376888888889,0.00100013,0,0,0,706.5,0.00100013,-10.6666666666667,-0.166666666666667,35.312,39.6318888888889,37.208,40.2428888888889,37.7844444444444,0,0,0,1664397374.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.0089195,-0.303971707317079,0.0536295882396089,0,0.77030275,-0.0323846679174496,0.00367504727010416,1,1,2,"1/2",2.97421,2.75392,0.091618,0.0923811,0.0903981,0.08882,35440.8,38635.8,35351.8,38601.3,45578.4,50787.1,55234.4,61900.1,1.99402,1.85435,0.0475943,0,24.2338,999.9,50.861,29.376,22.9833,60.1611,46.0857,1,-0.122297,0.213271,20.166,5.20321,12.0046,4.9757,3.29328,9999,726.6,9999,9999,1.86294,1.86783,1.86752,1.86874,1.86956,1.86564,1.86674,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3013,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1549.6,1549.5,1.02539,2.62939,1.54785,2.29858,1.34644,2.41333,32.4875,15.6293,18,497.636,408.582,25.0444,25.7012,30.0001,25.6841,25.631,20.5544,25.1547,61.808,24.8532,420,18.8,102.481,103.043,7
41,1664397394,1415.40000009537,2022-09-28 15:36:34,15:36:34,5,"a_n_280_135","ozzie",1664397391.2,0.00066288928658819,0.662889286588194,-2.7421657182508,423.009203412172,522.422236795968,47.5723081425464,38.5196547055024,0.0393549239071902,2.76468246236875,0.0390463292472788,0.0244314799490655,0.00015962074799999,25.5706865796122,25.5706865796122,3.28948419249432,53.7298258976162,1.78663020089711,3.32521122309532,1.5028539915972,-29.2334175385393,27.1409443536226,2.09040140584992,-0.00191215831882018,-2.74700139425944,0.666267790612645,-2.7421657182508,428.130302369256,431.483048484848,4.95066080239119e-05,65.1556885443329,0.662889286588194,18.8270858794061,19.6093163636364,-0.00027176985807661,127.981275398903,0,0,1,0,48259,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397391.2,423.0092,420.0517,19.62014,18.83649,416.3434,19.3192,500.1178,90.96093,0.10010223,25.75278,25.02107,999.9,0,0,9991.615,0,0.3246403,2.957675,431.4749,428.1158,0.7836491,420.0517,18.83649,1.784664,1.713384,15.65313,15.01822,0.00100013,0,0,0,717.45,0.00100013,-23.45,-1.65,35.3435,39.6933,37.25,40.3561,37.812,0,0,0,1664397379.8,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.98236825,-0.146594409005633,0.0450460972164903,0,0.77094055,0.0343993395872388,0.0065468438768234,1,1,2,"1/2",2.97433,2.75392,0.0916243,0.0923841,0.0903303,0.0886702,35441,38635.8,35352.2,38601.5,45581.9,50795.6,55234.6,61900.2,1.99375,1.85445,0.0478774,0,24.2355,999.9,50.885,29.376,22.9906,60.2911,45.4167,1,-0.122452,0.0200436,20.1674,5.20411,12.005,4.9758,3.29318,9999,726.6,9999,9999,1.86291,1.86782,1.86752,1.86874,1.86955,1.86566,1.86674,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3003,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1549.7,1549.5,1.02539,2.61963,1.54785,2.29858,1.34644,2.42188,32.4654,15.6293,18,497.44,408.622,24.8569,25.699,29.9998,25.6823,25.629,20.5532,25.1547,61.808,24.8389,420,18.8082,102.481,103.044,7
42,1664397399,1420.40000009537,2022-09-28 15:36:39,15:36:39,5,"a_n_280_135","ozzie",1664397396.5,0.00062897414629514,0.628974146295145,-2.79299838339426,423.035892352762,530.672884180875,48.3235006148188,38.5219893715758,0.0372964737564673,2.76635947169102,0.0370193608132715,0.0231618262391453,0.00015962074799999,25.563584869729,25.563584869729,3.28809764615242,53.7040570278883,1.78402587721971,3.32195736402796,1.50407176893271,-27.7377598516159,25.7537583321928,1.98212244864376,-0.00171945003130247,-2.79553639104295,0.666077468618511,-2.79299838339426,428.070394574053,431.48566060606,-9.6350594996578e-07,65.1556885443329,0.628974146295145,18.807201079882,19.5827606060606,-0.00381058762111038,127.981275398903,0,0,1,0,48372,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397396.5,423.035888888889,420.019888888889,19.5915888888889,18.8080888888889,416.369888888889,19.2919333333333,500.085222222222,90.9609,0.0999061111111111,25.7362666666667,24.9871666666667,999.9,0,0,10001.5166666667,0,0.938247666666667,3.01595111111111,431.489333333333,428.071222222222,0.783479222222222,420.019888888889,18.8080888888889,1.78206777777778,1.71080222222222,15.6303666666667,14.9947888888889,0.00100013,0,0,0,708.388888888889,0.00100013,-25.1111111111111,-3.5,35.375,39.7568888888889,37.2568888888889,40.4302222222222,37.819,0,0,0,1664397384.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.976563,0.183943114446523,0.040013905095604,0,0.775555725,0.0808891069418396,0.00995833115282751,1,1,2,"1/2",2.97428,2.75382,0.0916277,0.0923781,0.0902504,0.0886509,35441.1,38636.3,35352.5,38601.7,45586.7,50797,55235.4,61900.6,1.99387,1.85452,0.0437573,0,24.236,999.9,50.885,29.356,22.966,60.3611,45.6891,1,-0.123194,-0.133881,20.1676,5.20381,12.0041,4.9757,3.29313,9999,726.6,9999,9999,1.86293,1.8678,1.86752,1.86872,1.86954,1.86566,1.86673,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.2991,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1549.8,1549.6,1.02539,2.62207,1.54785,2.29858,1.34644,2.35718,32.4654,15.6293,18,497.517,408.652,24.8133,25.6971,29.9997,25.6818,25.6273,20.5527,25.1547,61.808,24.8221,420,18.8082,102.482,103.044,7
43,1664397404,1425.40000009537,2022-09-28 15:36:44,15:36:44,5,"a_n_280_135","ozzie",1664397401.2,0.00064097698664063,0.640976986640635,-2.82007679193509,423.036903499679,529.542624109399,48.2210547617094,38.5224621420989,0.0380256015671829,2.76736784146365,0.0377376971025548,0.023611745922823,0.00015962074799999,25.5529214622681,25.5529214622681,3.28601666859126,53.6778936906859,1.78237171612184,3.32049488825438,1.50364495246941,-28.267085110852,26.2460492632179,2.01909181577662,-0.00178441110950799,-2.82219428653517,0.652385162228892,-2.82007679193509,428.029073212029,431.477709090909,-6.46106996294482e-05,65.1556885443329,0.640976986640635,18.8055063177406,19.5668309090909,-0.00078341313026383,127.981275398903,0,0,1,0,48313,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397401.2,423.0369,419.982,19.57323,18.80583,416.3706,19.2744,500.0906,90.96182,0.09988602,25.72884,24.94397,999.9,0,0,10007.37,0,0.4098687,3.054868,431.4822,428.0314,0.7673898,419.982,18.80583,1.780417,1.710614,15.61591,14.99307,0.00100013,0,0,0,706.2,0.00100013,-19.55,-1.1,35.3936,39.812,37.312,40.531,37.8624,0,0,0,1664397389.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.00477675,0.219079812382731,0.0415932093248105,0,0.775985575,0.0200745253283295,0.00994329596735283,1,1,2,"1/2",2.97424,2.75395,0.091629,0.0923789,0.0902045,0.0886476,35441,38636.8,35352.4,38602.2,45588.7,50798.2,55234.9,61901.8,1.99408,1.85435,0.0426993,0,24.2379,999.9,50.885,29.356,22.9637,60.2211,46.0337,1,-0.123229,-0.293219,20.1672,5.20426,12.0041,4.9758,3.29318,9999,726.6,9999,9999,1.86291,1.86779,1.86752,1.86872,1.86951,1.86563,1.86673,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.2985,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1549.8,1549.7,1.02539,2.62817,1.54785,2.29858,1.34644,2.44873,32.4654,15.6293,18,497.628,408.55,24.8002,25.6949,29.9999,25.6798,25.6267,20.5549,25.1547,61.808,24.8287,420,18.8082,102.482,103.046,7
44,1664397409,1430.40000009537,2022-09-28 15:36:49,15:36:49,5,"a_n_280_135","ozzie",1664397406.5,0.00064029923267317,0.640299232673176,-2.7775903621299,422.998670116757,528.009865637707,48.0825823912139,38.5198643640844,0.0379271382822308,2.76849771314797,0.0376408327653373,0.0235510635985657,0.00015962074799999,25.5594126336597,25.5594126336597,3.28728329190091,53.6266613972714,1.78132925706991,3.32172320755464,1.505954034831,-28.2371961608871,26.2189447752458,2.01631241529718,-0.0017793495960916,-2.77439513707168,0.644274923323567,-2.7775903621299,428.031118865858,431.427987878788,-0.00013865079561722,65.1556885443329,0.640299232673176,18.8031892627121,19.5585757575758,-0.00023778354681263,127.981275398903,0,0,1,0,48238,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397406.5,422.998666666667,419.997111111111,19.5613333333333,18.8035,416.332666666667,19.2630555555556,500.114222222222,90.9638888888889,0.0999065444444444,25.7350777777778,24.9545111111111,999.9,0,0,10013.8166666667,0,0.220656,3.00181444444444,431.438444444444,428.045555555555,0.757826777777778,419.997111111111,18.8035,1.77937333333333,1.71044,15.6067777777778,14.9915111111111,0.00100013,0,0,0,714.388888888889,0.00100013,-28.3888888888889,-1.77777777777778,35.4232222222222,39.875,37.347,40.6178888888889,37.9094444444444,0,0,0,1664397394.8,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.00916375,0.258112007504676,0.040853777651981,0,0.773945375,-0.0862011894934366,0.0121355236098149,1,1,2,"1/2",2.97428,2.75375,0.0916226,0.0923877,0.0901804,0.0886383,35441.4,38636.8,35352.5,38602.6,45590.1,50798.8,55235.1,61901.9,1.9938,1.85457,0.0443906,0,24.2379,999.9,50.885,29.356,22.9645,60.5011,45.4207,1,-0.123252,-0.488369,20.1668,5.20336,12.004,4.9754,3.2932,9999,726.6,9999,9999,1.86292,1.86781,1.86752,1.86871,1.86954,1.86563,1.86675,1.86813,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.2981,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1549.9,1549.8,1.02539,2.61719,1.54785,2.29858,1.34644,2.40967,32.4654,15.6293,18,497.433,408.66,24.8207,25.6931,29.9999,25.678,25.6247,20.552,25.1547,61.808,24.8695,420,18.8082,102.482,103.046,7
