"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_hum","CO2_hrs","AccH2O_des","AccCO2_soda","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
45,1664397414,1435.40000009537,2022-09-28 15:36:54,15:36:54,5,"a_n_280_135","ozzie",1664397411.2,0.0006423215345029,0.642321534502901,-2.75197776286224,422.990103418636,526.637630457935,47.9570344449257,38.5186127734002,0.0380209389921562,2.76626125619724,0.037732990637602,0.0236088082479708,0.00015962074799999,25.5630183011527,25.5630183011527,3.28798705061968,53.6027579975561,1.78098843062624,3.32256864601527,1.50699861999343,-28.326379671578,26.3001536184999,2.0242730982417,-0.00179333408840065,-2.75989454560179,0.643039399665291,-2.75197776286224,428.049730572731,431.415284848485,-0.00011518675748034,65.1556885443329,0.642321534502901,18.801075187639,19.5569515151515,-3.31005955553235e-05,127.981275398903,0,0,1,0,48296,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397411.2,422.9901,420.0052,19.55783,18.80142,416.3242,19.25971,500.0962,90.96269,0.09999081,25.73937,24.9781,999.9,0,0,10000.74,0,0.220656,2.985037,431.4279,428.0532,0.7564091,420.0052,18.80142,1.779036,1.710229,15.60377,14.98957,0.00100013,0,0,0,711,0.00100013,-14.8,-0.6,35.437,39.906,37.375,40.7059,37.937,0,0,0,1664397399.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.01274425,-0.0987459287054365,0.0357245484147456,1,0.76845125,-0.125935609756098,0.012867261446691,0,1,2,"1/2",2.97435,2.75389,0.0916193,0.092383,0.0901743,0.0886363,35441.9,38636.7,35352.8,38602.3,45590.8,50798.6,55235.6,61901.6,1.99387,1.8546,0.0463352,0,24.2379,999.9,50.885,29.356,22.967,60.3311,45.8093,1,-0.123707,-0.524278,20.1666,5.20351,12.0041,4.9758,3.29315,9999,726.6,9999,9999,1.86294,1.86782,1.86752,1.86872,1.86953,1.8656,1.86675,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.2981,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1550,1549.9,1.02539,2.63062,1.54785,2.29858,1.34644,2.32056,32.4654,15.6205,18,497.477,408.67,24.8691,25.6915,30,25.6775,25.6241,20.5526,25.1547,61.4373,24.8939,420,18.8087,102.483,103.046,7
46,1664397419,1440.40000009537,2022-09-28 15:36:59,15:36:59,5,"a_n_280_135","ozzie",1664397416.5,0.00064815803671401,0.648158036714013,-2.7576234716275,422.996225651714,525.847787286402,47.8849828885666,38.5190686677334,0.0383665426481291,2.7650236175572,0.0380732273335641,0.0238219332443687,0.00015962074799999,25.5628054263568,25.5628054263568,3.28794549779343,53.5938037879661,1.78084541869338,3.32285692155565,1.50710007910005,-28.583769419088,26.5382557178857,2.04352648229829,-0.00182759815597322,-2.76359094744403,0.64783897698296,-2.7576234716275,428.066646767316,431.438357575757,3.49540727092353e-05,65.1556885443329,0.648158036714013,18.7924181548474,19.5552096969697,-3.84107259335475e-05,127.981275398903,0,0,1,0,48277,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397416.5,422.996222222222,420.009333333333,19.5563111111111,18.7942555555556,416.330333333333,19.2582777777778,500.097111111111,90.9624,0.100040588888889,25.7408333333333,25.0071888888889,999.9,0,0,9993.46666666667,0,0.220656,2.98704444444444,431.433666666667,428.054333333333,0.762069777777778,420.009333333333,18.7942555555556,1.77889111111111,1.70957,15.6025222222222,14.9835888888889,0.00100013,0,0,0,709.444444444444,0.00100013,-25.6111111111111,-2.83333333333333,35.472,39.944,37.3818888888889,40.7844444444444,37.972,0,0,0,1664397404.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.0074015,-0.292416585365865,0.0372769906611304,0,0.761042225,-0.0454106679174474,0.00622669428945849,1,1,2,"1/2",2.97426,2.75381,0.0916224,0.0923785,0.0901691,0.088561,35441.9,38637.1,35353,38602.4,45591.3,50803.3,55236,61902.1,1.99385,1.85455,0.0470281,0,24.2379,999.9,50.885,29.346,22.9543,60.4011,45.9295,1,-0.123717,-0.451836,20.1668,5.20411,12.004,4.97575,3.29325,9999,726.6,9999,9999,1.86295,1.86781,1.86752,1.86873,1.86954,1.86564,1.86673,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.2979,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1550.1,1550,1.02539,2.62573,1.54785,2.2998,1.34644,2.43042,32.4654,15.6293,18,497.442,408.63,24.9002,25.6898,30,25.6755,25.6225,20.5526,25.1547,61.4373,24.8977,420,18.8083,102.484,103.047,7
47,1664397424,1445.40000009537,2022-09-28 15:37:04,15:37:04,5,"a_n_280_135","ozzie",1664397421.2,0.00065767569829106,0.657675698291067,-2.71451707599527,422.9854033764,522.437247417246,47.5737705319676,38.5175647756395,0.0389289096766511,2.76428576240736,0.0386268892524388,0.0241687456693875,0.00015962074799999,25.5604631612276,25.5604631612276,3.28748832160752,53.5730275130455,1.78018847485437,3.32291930752072,1.50729984675315,-29.0034982946361,26.9274296522164,2.07402643091368,-0.0018825907579405,-2.75884386231075,0.661124946772778,-2.71451707599527,428.06637789368,431.386642424242,-0.00023620628561342,65.1556885443329,0.657675698291067,18.7683910197717,19.5437333333333,-0.00018097614818075,127.981275398903,0,0,1,0,48290,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397421.2,422.9854,420.0109,19.54936,18.77166,416.3196,19.25163,500.0903,90.96117,0.10004504,25.74115,25.00351,999.9,0,0,9989.248,0,0.220656,2.974682,431.4195,428.0459,0.777699,420.0109,18.77166,1.778233,1.707492,15.59675,14.96469,0.00100013,0,0,0,710.1,0.00100013,-19.9,-2.5,35.5,40,37.437,40.8623,38,0,0,0,1664397409.8,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.99075825,-0.158799061913698,0.0311932091878585,0,0.76272775,0.0645349193245745,0.00867608499194768,1,1,2,"1/2",2.97432,2.75395,0.0916172,0.0923776,0.0901325,0.0885234,35441.9,38636.9,35352.8,38602.2,45593,50805,55235.8,61901.6,1.99395,1.8544,0.046283,0,24.2379,999.9,50.861,29.346,22.9436,60.5611,45.3886,1,-0.123722,-0.287285,20.1672,5.20366,12.0044,4.9758,3.29315,9999,726.6,9999,9999,1.86292,1.86781,1.86752,1.86873,1.86951,1.86562,1.86676,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.2975,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1550.2,1550,1.02539,2.62085,1.54785,2.2998,1.34644,2.42188,32.4433,15.6293,18,497.491,408.531,24.9,25.6882,30,25.6737,25.6204,20.5536,25.1547,61.4373,24.8661,420,18.8214,102.483,103.046,7
48,1664397429,1450.40000009537,2022-09-28 15:37:09,15:37:09,5,"a_n_280_135","ozzie",1664397426.5,0.00065034665956695,0.650346659566956,-2.77645959028208,422.972447890267,526.242227691572,47.9209885297443,38.5169732817927,0.0384874781809107,2.76689849709036,0.0381925168529998,0.0238966355723032,0.00015962074799999,25.5561269823499,25.5561269823499,3.28664210893956,53.5623651619535,1.77914780228119,3.32163786438795,1.50749430665837,-28.6802876869028,26.6292769755954,2.0490135054001,-0.00183758515926868,-2.77402433057373,0.65553210477163,-2.77645959028208,428.006472179488,431.401084848485,2.39052773686124e-05,65.1556885443329,0.650346659566956,18.7661537295526,19.5325884848485,-0.00015270000631341,127.981275398903,0,0,1,0,48323,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397426.5,422.972444444444,419.977,19.5376333333333,18.7665333333333,416.306888888889,19.2404111111111,500.109888888889,90.9626222222222,0.0999835666666667,25.7346444444444,24.9829,999.9,0,0,10004.51,0,0.220656,2.99566777777778,431.401222222222,428.009222222222,0.771076222222222,419.977,18.7665333333333,1.77719222222222,1.70705333333333,15.5876111111111,14.9607,0.00100013,0,0,0,700.555555555556,0.00100013,-19.1111111111111,-0.944444444444444,35.5,40.0482222222222,37.437,40.958,38.0206666666667,0,0,0,1664397414.6,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,2.982638,0.0587520450281364,0.0208661405391606,1,0.766211175,0.0796180750469023,0.00937538434115502,1,2,2,"2/2",2.97438,2.75387,0.0916234,0.0923819,0.0900965,0.0885144,35441.9,38636.9,35353,38602.4,45595.1,50805.5,55236.1,61901.7,1.99408,1.85448,0.0440478,0,24.2371,999.9,50.861,29.336,22.9271,60.1211,45.7452,1,-0.123831,-0.347865,20.1673,5.20411,12.0046,4.97565,3.2931,9999,726.6,9999,9999,1.86289,1.86783,1.86752,1.86874,1.86956,1.86565,1.86676,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.297,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1550.2,1550.1,1.02539,2.62573,1.54785,2.29858,1.34644,2.2583,32.4433,15.6118,18,497.568,408.564,24.8722,25.6863,29.9999,25.6731,25.6192,20.5535,25.1547,61.4373,24.8762,420,18.8354,102.484,103.046,7
49,1664397772.5,1793.90000009537,2022-09-28 15:42:52,15:42:52,5,"a_y_140_92","ozzie",1664397769.75,0.00072074735068921,0.720747350689217,-2.95314128835383,423.181803661339,520.062652331771,47.3522822376089,38.5311733402624,0.0434801233395583,2.76677765979483,0.0431040601292172,0.0269735541426642,0.00015962074799999,25.6690385033127,25.6690385033127,3.30873912724297,54.6399978818782,1.82922046022634,3.34776817557859,1.47951866701663,-31.7849581653945,29.5090440262982,2.27349590093257,-0.00225861741569843,-2.96244409091981,0.727153007217793,-2.95314128835383,428.222697930184,431.839745454546,-0.0009287002281384,65.1200321087562,0.720747350689217,19.2307189054626,20.0805939393939,-0.0002658987133132,128.410237370446,6,1,1,0,48370,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397769.75,423.1818,419.9967,20.09004,19.23514,416.5147,19.76766,500.0897,90.95118,0.09993091,25.86687,24.95528,999.9,0,0,10005.055,0,0.220656,3.185182,431.8579,428.2336,0.8548992,419.9967,19.23514,1.827213,1.749458,16.02154,15.34237,0.00100013,0,0,0,717.4,0.00100013,-13.85,-1.4,35.6498,40.2996,37.6124,41.375,38.2122,0,0,0,1664397758.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.17664414634146,0.0765873867595853,0.0229728709542587,1,0.784513975609756,0.472204954703834,0.0492766538371839,0,1,2,"1/2",2.9744,2.75394,0.0916645,0.0923943,0.091852,0.0900185,35443.2,38643.3,35355.4,38608.8,45508,50729.9,55239,61911.9,1.97543,1.85715,0.0381097,0,24.3284,999.9,51.984,29.205,23.2598,60.4711,45.4688,1,-0.128887,-0.877576,20.165,5.19962,12.0043,4.9758,3.29348,9999,726.7,9999,9999,1.86289,1.8678,1.86752,1.86871,1.86951,1.86565,1.86669,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.667,0.3218,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1556,1555.9,1.02661,2.62573,1.54785,2.2998,1.34644,2.38892,32.3328,15.5768,18,484.831,409.478,25.2571,25.6215,29.9997,25.5976,25.5415,20.5771,23.7906,63.0984,25.212,420,19.1255,102.49,103.063,7
50,1664397777.5,1798.90000009537,2022-09-28 15:42:57,15:42:57,5,"a_y_140_92","ozzie",1664397775,0.00067935560008579,0.679355600085792,-2.92666208685435,423.152559196261,526.12073003181,47.9041068809033,38.5286955361744,0.0407497676215249,2.76597478008328,0.0404191628472384,0.0252914566044789,0.00015962074799999,25.6961150087894,25.6961150087894,3.31405730707971,54.51941846274,1.82688860869625,3.3508952593557,1.48716869838346,-29.9595819637834,27.8134693740596,2.14394502499415,-0.00200794398165626,-2.93578152473333,0.732811347378829,-2.92666208685435,428.226075562751,431.808212121212,-0.00046120669085488,65.1200321087562,0.679355600085792,19.1995842193608,20.0526012121212,-0.00578288601911218,128.410237370446,5,1,1,0,48231,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397775,423.152555555556,420.002444444445,20.0643333333333,19.2028,416.485555555555,19.7431555555556,500.113888888889,90.9515111111111,0.100036844444444,25.8826333333333,24.9686333333333,999.9,0,0,10000.2777777778,0,0.220656,3.14994666666667,431.816333333333,428.225555555556,0.861533666666667,420.002444444445,19.2028,1.82488111111111,1.74652333333333,16.0015444444444,15.3162222222222,0.00100013,0,0,0,715.944444444444,0.00100013,-7.44444444444444,0.111111111111111,35.687,40.326,37.6387777777778,41.451,38.25,0,0,0,1664397763.2,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.17339536585366,-0.0386121951219401,0.0244779096128018,1,0.809258512195122,0.490222808362369,0.0506316518232164,0,1,2,"1/2",2.9745,2.75382,0.091661,0.0923952,0.0917565,0.0899546,35443.6,38643.4,35355.6,38608.9,45512.9,50733.9,55239.1,61912.5,1.97578,1.85715,0.0401959,0,24.3258,999.9,51.984,29.205,23.2617,60.5111,45.4327,1,-0.129408,-0.658273,20.1661,5.19947,12.0047,4.97575,3.2934,9999,726.7,9999,9999,1.86288,1.86782,1.86752,1.86872,1.86953,1.86566,1.8667,1.8681,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.667,0.3205,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1556.1,1555.9,1.02661,2.62451,1.54785,2.2998,1.34644,2.4353,32.3328,15.5768,18,485.039,409.476,25.2778,25.6215,29.9997,25.5959,25.5413,20.5767,23.7906,63.0984,25.2423,420,19.1179,102.49,103.064,7
51,1664397782.5,1803.90000009537,2022-09-28 15:43:02,15:43:02,5,"a_y_140_92","ozzie",1664397779.7,0.00069532764323003,0.695327643230031,-2.92204295709669,423.160303626743,523.574086430276,47.67205496849,38.52925837586,0.0416110038577321,2.76503366525435,0.0412662244185588,0.0258221290803105,0.00015962074799999,25.7031377524426,25.7031377524426,3.31543788469131,54.4125750250545,1.82454700477951,3.35317158568473,1.4908908799118,-30.6639490664444,28.4664548377853,2.19522970222683,-0.00210490568424503,-2.90938611871983,0.718271042249957,-2.92204295709669,428.267164280063,431.837866666667,0.00078990762307056,65.1200321087562,0.695327643230031,19.1934888258283,20.0306745454545,-0.00209135991274577,128.410237370446,6,1,1,0,48367,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397779.7,423.1603,420.0343,20.03869,19.19418,416.4935,19.71867,500.0849,90.95126,0.09995167,25.8941,24.98659,999.9,0,0,9994.75,0,0.220656,3.125891,431.8132,428.2544,0.8444919,420.0343,19.19418,1.822544,1.745735,15.98148,15.30921,0.00100013,0,0,0,710.75,0.00100013,-1.3,1.4,35.6996,40.375,37.687,41.5248,38.2624,0,0,0,1664397768,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.16368707317073,-0.260995400696865,0.0330958004294777,0,0.834827195121951,0.24867907317073,0.0340679180520464,0,0,2,"0/2",2.97447,2.75386,0.0916663,0.092396,0.0916921,0.0899134,35442.9,38643.3,35355.2,38608.9,45515.8,50736.2,55238.6,61912.5,1.97543,1.85728,0.0400469,0,24.3243,999.9,52.008,29.205,23.2722,60.4011,45.7372,1,-0.129345,-0.537612,20.1667,5.19977,12.0043,4.97575,3.2935,9999,726.7,9999,9999,1.86289,1.86783,1.86752,1.86871,1.86952,1.86566,1.86672,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.667,0.3195,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1556.1,1556,1.02661,2.62329,1.54785,2.2998,1.34644,2.35596,32.3328,15.568,18,484.815,409.544,25.2828,25.6205,29.9999,25.5959,25.541,20.5758,24.0647,63.0984,25.2537,420,19.1082,102.489,103.064,7
52,1664397787.5,1808.90000009537,2022-09-28 15:43:07,15:43:07,5,"a_y_140_92","ozzie",1664397785,0.00070681737338766,0.70681737338767,-2.90354102261132,423.161892488293,521.348273391285,47.4688954662983,38.5290000275342,0.0421787613802436,2.76752992760974,0.041824868938471,0.0261720912990746,0.00015962074799999,25.7161025724598,25.7161025724598,3.31798791505838,54.3069337654261,1.82272603545591,3.35634127923518,1.49526187960247,-31.1706461663962,28.9383811840998,2.22993379065676,-0.00217157089166164,-2.93274563502749,0.719944834192657,-2.90354102261132,428.214587844258,431.770975757576,-0.00098820650005285,65.1200321087562,0.70681737338767,19.1692922329871,20.0099872727273,-0.00102681115968017,128.410237370446,5,1,1,0,48354,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397785,423.161888888889,420.008777777778,20.0189,19.1724222222222,416.495111111111,19.6998,500.095111111111,90.9503555555556,0.0999037222222222,25.9100555555556,25.0007888888889,999.9,0,0,10009.5888888889,0,0.220656,3.15342444444444,431.806333333333,428.218777777778,0.846493666666667,420.008777777778,19.1724222222222,1.82072666666667,1.74373777777778,15.9658666666667,15.2913666666667,0.00100013,0,0,0,717.333333333333,0.00100013,-30.3888888888889,-3.55555555555556,35.743,40.4163333333333,37.687,41.59,38.312,0,0,0,1664397773.4,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.1541643902439,-0.0878128222996541,0.0250499092105633,1,0.851019048780488,-0.0215992682926818,0.00856936052755857,1,2,2,"2/2",2.97437,2.75394,0.091656,0.092395,0.0916257,0.0898539,35443.4,38643.1,35355.2,38608.6,45519.2,50739,55238.6,61911.8,1.97565,1.85705,0.0429153,0,24.3222,999.9,52.008,29.195,23.2584,60.0811,46.0617,1,-0.129774,-0.499001,20.167,5.19992,12.0044,4.97575,3.29332,9999,726.7,9999,9999,1.86291,1.86783,1.86752,1.86873,1.86952,1.86567,1.86672,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.666,0.3186,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1556.2,1556.1,1.02661,2.63062,1.54785,2.2998,1.34644,2.26562,32.3328,15.5592,18,484.945,409.404,25.2757,25.6193,29.9998,25.5944,25.5392,20.5752,24.0647,63.0984,25.2623,420,19.1096,102.489,103.063,7
53,1664397792.5,1813.90000009537,2022-09-28 15:43:12,15:43:12,5,"a_y_140_92","ozzie",1664397789.7,0.0006998723741764,0.699872374176407,-2.93787253624793,423.136603663923,523.917303372162,47.7027942527374,38.5266877338542,0.041676979910428,2.76429292375425,0.0413310193304476,0.0258627307668877,0.00015962074799999,25.7225746506273,25.7225746506273,3.31926153908085,54.2400953121223,1.8209974411811,3.35729026784014,1.49826409789975,-30.8643717011795,28.6515378895854,2.21054039202596,-0.00213379882016795,-2.90339169137086,0.70958996993143,-2.93787253624793,428.221585678743,431.8108,0.0009141787423464,65.1200321087562,0.699872374176407,19.1650753201349,19.992416969697,-0.00047495068594577,128.410237370446,5,1,1,0,48156,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397789.7,423.1366,420.0135,19.99992,19.16562,416.4699,19.68169,500.1066,90.95011,0.10012626,25.91483,25.03954,999.9,0,0,9990.505,0,0.220656,3.123152,431.7718,428.2205,0.8343159,420.0135,19.16562,1.818996,1.743115,15.95099,15.28579,0.00100013,0,0,0,730.1,0.00100013,-29.7,-3.95,35.75,40.437,37.7122,41.6498,38.312,0,0,0,1664397778.2,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.14027585365854,-0.136372891986058,0.0255801212811642,0,0.848392414634146,-0.0884111289198601,0.00984387197014791,1,1,2,"1/2",2.97427,2.75391,0.0916632,0.0923924,0.0915724,0.0898494,35443.1,38643.5,35355.3,38608.9,45521.8,50739.7,55238.6,61912.4,1.97563,1.8572,0.0448152,0,24.3216,999.9,52.008,29.205,23.2722,60.2111,45.7692,1,-0.129649,-0.348698,20.1674,5.20037,12.0047,4.9758,3.29335,9999,726.7,9999,9999,1.86291,1.86783,1.86752,1.86874,1.86954,1.86567,1.86674,1.86811,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.667,0.3178,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1556.3,1556.2,1.02661,2.62817,1.54785,2.29858,1.34644,2.36328,32.3107,15.568,18,484.923,409.488,25.2672,25.6193,30.0001,25.5937,25.5392,20.5742,24.0647,63.0984,25.2209,420,19.1137,102.489,103.064,7
54,1664397797.5,1818.90000009537,2022-09-28 15:43:17,15:43:17,5,"a_y_140_92","ozzie",1664397795,0.00069461813372621,0.694618133726217,-2.96035589233581,423.149003692732,525.769333065213,47.8710904705815,38.5275499432727,0.0413091546513234,2.76495202022965,0.0409693271941248,0.0256361284976794,0.00015962074799999,25.7259304823941,25.7259304823941,3.3199220929015,54.1979561434785,1.81978418945312,3.35766202075148,1.50013790344837,-30.6326596973262,28.4368851739939,2.19351392488401,-0.00210097770027672,-2.95263723958764,0.699195620824544,-2.96035589233581,428.159471695444,431.78083030303,-6.23166119666273e-05,65.1200321087562,0.694618133726217,19.1642431590521,19.9828836363636,-0.00020553848751805,128.410237370446,6,1,1,0,48127,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1664397795,423.149,419.961555555555,19.9867333333333,19.1646444444444,416.482222222222,19.6691111111111,500.107222222222,90.9496555555556,0.0999501555555556,25.9167,25.0619666666667,999.9,0,0,9994.44444444444,0,0.220656,3.18767666666667,431.778777777778,428.167111111111,0.822103888888889,419.961555555555,19.1646444444444,1.81778666666667,1.74301666666667,15.9406,15.2849111111111,0.00100013,0,0,0,723.555555555556,0.00100013,-19.8333333333333,-0.666666666666667,35.7775555555556,40.493,37.75,41.729,38.368,0,0,0,1664397783,0,0,"--:--:--",1664304414,1664304421,0,-0.016,0.088,6.541,0.538,420,25,0.13,0.06,3.14370878048781,0.125023275261326,0.0288681756750487,0,0.839131975609756,-0.0955239512195112,0.0103642692905112,1,1,2,"1/2",2.97446,2.75385,0.0916562,0.0923871,0.0915399,0.0898453,35443.4,38643.7,35355.3,38608.8,45523.6,50739.7,55238.8,61912.2,1.97545,1.85742,0.0453368,0,24.3216,999.9,52.033,29.195,23.2697,60.5511,45.3806,1,-0.129723,-0.209809,20.1675,5.20112,12.0044,4.97575,3.2933,9999,726.7,9999,9999,1.86291,1.86782,1.86752,1.86874,1.86954,1.86565,1.86675,1.86812,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.667,0.3174,3.89755500544357,0.00694431266007502,-7.19981253475451e-07,2.77540345218163e-11,-0.0217325287950538,-0.0229653109030849,0.00252102346853457,-2.42124006510328e-05,-4,1977,1,20,1556.4,1556.3,1.02661,2.62817,1.54785,2.2998,1.34644,2.43042,32.3107,15.5768,18,484.811,409.612,25.2176,25.6183,30,25.5937,25.5389,20.5761,24.0647,63.0984,25.1653,420,19.1148,102.489,103.063,7
