"obs","time..2","elapsed","date","hhmmss..5","averaging","id","machine","TIME..9","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","αVc","Edyn","Hr","Hs","dHs/dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..59","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","ΔCO2","CO2_s_d","CO2_r_d","ΔH2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..105","hhmmss..106","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","ΔCO2:MN","ΔCO2:SLP","ΔCO2:SD","ΔCO2:OK","ΔH2O:MN","ΔH2O:SLP","ΔH2O:SD","ΔH2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccH2O_des","AccCO2_soda","CO2_hrs","AccH2O_hum","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","week"
82,1663788744.6,1247,2022-09-21 14:32:24,14:32:24,5,"a_y_350_104","ozzie",1663788742.1,0.00214026418123754,2.14026418123754,-3.8400487063831,423.580226944432,459.67082351967,41.5550680711592,38.2924133176352,0.131238844016187,2.75627487109661,0.127863538104735,0.0802107387494652,0.00015962074799999,25.7940004909461,25.7940004909461,3.33334563926105,53.9940648828883,1.86363604045281,3.45155721188058,1.46970959880823,-94.3856503925756,87.5710233852695,6.79437284926426,-0.0200945372938577,-3.86482216951739,2.08600893411788,-3.8400487063831,427.744845424299,432.467715151515,-0.00652839353669752,65.2775741985751,2.14026418123754,18.160572240495,20.6256345454545,0.00574472349230301,118.914093702038,0,0,1,0,48748,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788742.1,423.580222222222,420.003777777778,20.6150333333333,18.1641333333333,417.076222222222,20.2843444444444,500.144222222222,90.3537333333333,0.0480627888888889,26.3833222222222,24.9403111111111,999.9,0,0,10008.8888888889,0,0.220656,3.57645333333333,432.496111111111,427.774111111111,2.45091888888889,420.003777777778,18.1641333333333,1.86264666666667,1.64119666666667,16.3226555555556,14.3511333333333,0.00100013,0,0,0,827.5,0.00100013,-9.16666666666667,1.55555555555556,35.5,40.1801111111111,37.437,41.09,38.062,0,0,0,1663788742,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.6201565,-0.331365928705444,0.0928784768272499,0,2.310758,0.688506416510311,0.0802412813083141,0,0,2,"0/2",2.97332,2.70207,0.0910596,0.0916832,0.0929216,0.0856816,35451.1,38639.7,35342.3,38578.2,45450.6,50941.6,55234.9,61874.8,1.9988,1.8216,0.0186265,0,24.6244,999.9,46.142,31.219,23.3265,60.7242,45.0401,1,-0.090752,-0.970915,20.1314,5.19932,12.0099,4.9752,3.2938,9999,9999,706.6,9999,1.86356,1.86835,1.86801,1.8692,1.87012,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.504,0.331,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51851.6,51851.6,1.02173,2.65015,1.54785,2.30103,1.34644,2.40723,35.7777,23.9737,18,504.695,393.637,26.4839,26.092,29.9985,26.1084,26.0549,20.4742,26.5697,31.646,26.5486,420,17.9345,102.47,102.994,6
83,1663788749.6,1252,2022-09-21 14:32:29,14:32:29,5,"a_y_350_104","ozzie",1663788746.8,0.00216687342287939,2.1668734228794,-3.94253963810824,423.575204907193,460.313213646389,41.6130979759295,38.2919194570805,0.132978343985228,2.75358624773501,0.129510953816881,0.0812483468502823,0.00015962074799999,25.7929338678698,25.7929338678698,3.33313493391837,53.9853863289267,1.86408399966942,3.45294185413766,1.46905093424895,-95.5591179489814,88.6530826118493,6.88524070783231,-0.0206350085517926,-3.86865562949669,2.16868824354375,-3.94253963810824,427.710984738535,432.508139393939,0.00429319883427192,65.2775741985751,2.1668734228794,18.0587502091702,20.6116454545454,-0.00076222293192496,118.914093702038,0,0,1,0,48239,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788746.8,423.5752,420.0356,20.62001,18.07158,417.0713,20.2891,500.0655,90.35347,0.04823202,26.39012,24.92806,999.9,0,0,9993,0,0.220656,3.539749,432.4931,427.7657,2.548442,420.0356,18.07158,1.86309,1.63283,16.32641,14.27215,0.00100013,0,0,0,826.65,0.00100013,-13.4,0.15,35.5124,40.2374,37.437,41.1622,38.1124,0,0,0,1663788746.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.58818525,-0.33077392120075,0.106800725161103,0,2.37989025,1.17682953095685,0.113564469982638,0,0,2,"0/2",2.97448,2.70241,0.0910727,0.0916675,0.0928798,0.08537,35451.3,38640.8,35343,38578.6,45453.7,50959.8,55236.1,61875.7,1.9994,1.8214,0.0176728,0,24.6327,999.9,46.142,31.219,23.3269,60.6142,44.7316,1,-0.0903455,-0.94671,20.1316,5.20531,12.0088,4.976,3.294,9999,9999,706.6,9999,1.86356,1.86829,1.86804,1.86923,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.504,0.3305,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51851.7,51851.7,1.02173,2.65869,1.54785,2.30103,1.34644,2.30591,35.7777,23.9737,18,505.068,393.497,26.5828,26.0912,29.9998,26.1053,26.0505,20.4713,26.8566,31.646,26.5956,420,17.8785,102.472,102.995,6
84,1663788755,1257.40000009537,2022-09-21 14:32:35,14:32:35,5,"a_y_350_104","ozzie",1663788752.25,0.002175706305316,2.175706305316,-3.92397337216282,423.579004900088,460.02217875874,41.5870490031259,38.2925033766985,0.13305987279906,2.75452895826493,0.129589444137213,0.0812976677146319,0.00015962074799999,25.8056164015911,25.8056164015911,3.33564104997206,53.86268078937,1.86148488459909,3.4559826160128,1.47415616537296,-95.9486480644357,89.015702234492,6.91199431543768,-0.0207918937579734,-3.88952754599221,2.22556163075182,-3.92397337216282,427.764036912046,432.512266666667,0.00981175565976701,65.2775741985751,2.175706305316,17.9722222401494,20.5797424242424,-0.00585799596511305,118.914093702038,0,0,1,0,48055,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788752.25,423.579,420.043,20.59113,17.97559,417.0748,20.26147,500.0271,90.35419,0.04807955,26.40504,24.91922,999.9,0,0,9998.5,0,0.220656,3.535956,432.4843,427.7316,2.615533,420.043,17.97559,1.860495,1.624169,16.30453,14.19004,0.00100013,0,0,0,823.05,0.00100013,-20.7,-2.1,35.562,40.2686,37.5,41.2623,38.125,0,0,0,1663788752.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.56136341463415,-0.116384188159277,0.109403665154856,0,2.49121780487805,1.07143555388641,0.106298193856399,0,0,2,"0/2",2.97472,2.70255,0.0910632,0.0916662,0.0927758,0.0850935,35451,38640.3,35342.4,38578.1,45458.5,50974.4,55235.5,61874.8,1.999,1.8216,0.0178814,0,24.6409,999.9,46.118,31.219,23.3181,60.4942,44.8998,1,-0.0908943,-0.893987,20.1315,5.20411,12.0099,4.976,3.2938,9999,9999,706.6,9999,1.86356,1.86835,1.86804,1.86923,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.504,0.329,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51851.8,51851.8,1.02173,2.65991,1.54785,2.30103,1.34644,2.26807,35.801,23.9737,18,504.766,393.591,26.6584,26.0898,29.9999,26.1018,26.0483,20.4711,27.1488,31.646,26.647,420,17.8348,102.471,102.993,6
85,1663788878.5,1380.90000009537,2022-09-21 14:34:38,14:34:38,5,"a_y_35_77","ozzie",1663788875.75,0.00288916065290883,2.88916065290883,-4.05165376171564,423.331505081896,448.585802687498,40.5535762472981,38.2705078189507,0.182458390638576,2.75294294372168,0.175996584855976,0.110559367606311,0.00015962074799999,25.5279520540095,25.5279520540095,3.28114835751635,53.4692619263318,1.8391167831088,3.43957765050633,1.44203157440755,-127.411984793279,118.207628159971,9.16752562752353,-0.0366713850370957,-4.04057012561693,3.04861382002093,-4.05165376171564,427.196173332352,432.127836363636,0.00275392609422024,65.3084778318587,2.88916065290883,16.7457528066714,20.3048345454545,-0.0189256303705858,118.365486765158,0,0,1,0,47889,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788875.75,423.3315,420.0316,20.3435,16.75969,416.8291,20.02467,500.0144,90.35522,0.0479448,26.32441,25.04822,999.9,0,0,9989,0,0.220656,3.299823,432.1223,427.1912,3.583795,420.0316,16.75969,1.83814,1.514327,16.11496,13.11354,0.00100013,0,0,0,883.95,0.00100013,-17.45,-1.9,35.2248,38.5872,36.75,38.7748,37.312,0,0,0,1663788875.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.25926731707317,0.186531637630665,0.096333323819786,0,3.47144341463415,0.959638745644601,0.0999484856974748,0,0,2,"0/2",2.9747,2.70146,0.0910172,0.0917066,0.091887,0.0807348,35453.7,38641.5,35343.1,38581.3,45503.5,51221.9,55235.2,61879.5,1.9978,1.819,0.0115037,0,24.7991,999.9,45.654,31.25,23.1203,60.7342,44.988,1,-0.0920732,0.932941,20.1292,5.20172,12.0076,4.9756,3.2938,9999,9999,706.6,9999,1.86356,1.86835,1.86804,1.86926,1.87012,1.86618,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.502,0.3164,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51853.8,51853.8,1.02051,2.65137,1.54785,2.30103,1.34644,2.34131,35.8244,23.9737,18,503.464,391.769,24.5568,26.0656,29.9999,26.0461,25.9895,20.4588,31.8736,29.3556,24.5689,420,16.4384,102.472,103.002,6
86,1663788883.5,1385.90000009537,2022-09-21 14:34:43,14:34:43,5,"a_y_35_77","ozzie",1663788881,0.00296399615451836,2.96399615451837,-3.91998095869788,423.333671573185,446.492583880359,40.363576634876,38.2699774006691,0.187637795144531,2.75476736354526,0.180815650460219,0.11360205892533,0.00015962074799999,25.4713926066212,25.4713926066212,3.27014419910745,53.3202335287109,1.83005278572128,3.43219199281239,1.44009141338616,-130.71223041426,121.27846181107,9.39506975785554,-0.0385392245868559,-4.01526233414945,3.12450260312633,-3.91998095869788,427.227741790736,432.040466666667,-0.00627611295856831,65.3084778318587,2.96399615451837,16.5587661301526,20.2061793939394,-0.0189352535701332,118.365486765158,0,0,1,0,47936,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788881,423.333666666667,420.102777777778,20.2436222222222,16.5703222222222,416.831111111111,19.9291555555556,500.027444444444,90.3533888888889,0.0480603,26.288,24.9387666666667,999.9,0,0,10000,0,0.226785333333333,3.23091222222222,432.080555555556,427.181333333333,3.67330777777778,420.102777777778,16.5703222222222,1.82908111111111,1.49718444444444,16.0375444444444,12.9393888888889,0.00100013,0,0,0,885.722222222222,0.00100013,-28.5,-2.33333333333333,35.1732222222222,38.4928888888889,36.6732222222222,38.6038888888889,37.236,0,0,0,1663788881.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.2538415,-0.1291895684803,0.0994661345018997,0,3.55146475,0.749183076923065,0.0750904229242151,0,0,2,"0/2",2.9745,2.70248,0.0910404,0.091702,0.0915811,0.0801406,35452.8,38642.4,35343.2,38582,45518.8,51256.3,55234.8,61881,1.9984,1.8188,0.00846386,0,24.797,999.9,45.581,31.229,23.0568,60.6542,45.3846,1,-0.0926829,-6.48606,19.9932,5.20172,12.0099,4.976,3.294,9999,9999,706.6,9999,1.86353,1.86829,1.86798,1.8692,1.87002,1.86615,1.86713,1.86856,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.503,0.3123,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51853.9,51853.9,1.02051,2.64648,1.54785,2.30103,1.34644,2.41699,35.8244,23.9299,18,503.837,391.645,24.5145,26.0656,29.9994,26.044,25.9873,20.4545,32.508,29.3556,26.0026,420,16.2508,102.471,103.004,6
87,1663788888.5,1390.90000009537,2022-09-21 14:34:48,14:34:48,5,"a_y_35_77","ozzie",1663788885.7,0.00314011657695675,3.14011657695675,-3.83937927673857,423.293404776531,443.787958488898,40.1190498126619,38.2663136003627,0.200127105913909,2.75374849604429,0.192383967641847,0.120910707807376,0.00015962074799999,25.4044114497834,25.4044114497834,3.2571541140278,53.173761696561,1.82307065945843,3.42851549578509,1.43408345456937,-138.479141043793,128.483084118856,9.95262113180043,-0.0432761723884596,-4.05724924838632,3.20241460978681,-3.83937927673857,427.127811993675,431.941454545454,-0.0273375982251522,65.3084778318587,3.14011657695675,16.3880033658278,20.1542593939394,-0.00862291241827011,118.365486765158,0,0,1,0,48257,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788885.7,423.2934,420.0514,20.1664,16.40103,416.7911,19.85527,500.004,90.35311,0.04828338,26.26985,24.92307,999.9,0,0,9994,0,0.2261724,3.241891,432.0054,427.0556,3.765375,420.0514,16.40103,1.822097,1.481883,15.97765,12.7824,0.00100013,0,0,0,881.6,0.00100013,-18.05,-1.6,35.125,38.3998,36.5998,38.456,37.187,0,0,0,1663788886,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.2406815,-0.0549912945591024,0.0986802522937087,1,3.617483,0.890685703564725,0.0864347739975064,0,1,2,"1/2",2.97297,2.70265,0.0910319,0.0916797,0.0914302,0.0793184,35452.8,38642.9,35342.9,38581.6,45525.9,51302,55234.1,61880.6,1.9978,1.8188,0.00423193,0,24.7949,999.9,45.556,31.229,23.0471,60.8742,45.4247,1,-0.085122,-2.43538,20.1112,5.19932,12.0099,4.9756,3.2938,9999,9999,706.6,9999,1.86356,1.86832,1.8681,1.86929,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.503,0.3103,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51854,51854,1.02051,2.65381,1.54785,2.30103,1.34644,2.35474,35.8244,23.9649,18,503.421,391.629,26.0742,26.0656,30.002,26.0418,25.9852,20.4534,33.1418,28.9717,26.0546,420,16.1059,102.47,103.003,6
88,1663788893.5,1395.90000009537,2022-09-21 14:34:53,14:34:53,5,"a_y_35_77","ozzie",1663788891,0.00319727730876172,3.19727730876172,-3.89349053474463,423.222893785442,443.720029768685,40.1132292329054,38.2602447851615,0.202562912833622,2.75665438189422,0.194642161658623,0.122337192281843,0.00015962074799999,25.4253033071699,25.4253033071699,3.26120095935218,52.9120458756911,1.81793229473257,3.43576262200015,1.44326866461962,-140.999929316392,130.828485733976,10.1264987152923,-0.0447852463759375,-4.05691017297048,3.3480561627599,-3.89349053474463,426.97752305591,431.861818181818,-0.0288785737709796,65.3084778318587,3.19727730876172,16.1596505749432,20.0751321212121,-0.0182801680320231,118.365486765158,0,0,1,0,47656,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788891,423.222888888889,420.056,20.1094,16.1738111111111,416.721111111111,19.8007333333333,500.163333333333,90.3539666666667,0.0481485,26.3056111111111,24.8690333333333,999.9,0,0,10011.1111111111,0,0.220656,3.16699,431.908222222222,426.961333333333,3.93558666666667,420.056,16.1738111111111,1.81696444444444,1.46136777777778,15.9335,12.5698222222222,0.00100013,0,0,0,886.222222222222,0.00100013,-25.1666666666667,-3.33333333333333,35.062,38.2982222222222,36.5482222222222,38.3192222222222,37.125,0,0,0,1663788890.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.2423755,-0.21849748592871,0.121368362577527,0,3.7186955,1.31523624765478,0.130459226023881,0,0,2,"0/2",2.97423,2.70164,0.091013,0.0917,0.0911912,0.0789067,35452.8,38641.6,35342.2,38581.3,45538.2,51324.4,55234.3,61879.8,1.9986,1.8178,0.00554323,0,24.7928,999.9,45.532,31.25,23.0589,60.7042,44.8918,1,-0.0926423,-1.77858,20.1214,5.19932,12.0099,4.9756,3.2936,9999,9999,706.6,9999,1.86356,1.86829,1.86801,1.86929,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.502,0.3069,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51854.1,51854.1,1.02051,2.64771,1.54785,2.30103,1.34644,2.34009,35.8244,23.9649,18,503.928,391.075,26.2071,26.0656,29.997,26.0396,25.983,20.4491,33.9393,28.9717,26.1466,420,15.8738,102.469,103.002,6
89,1663788898.5,1400.90000009537,2022-09-21 14:34:58,14:34:58,5,"a_y_35_77","ozzie",1663788895.7,0.00325663160938103,3.25663160938103,-4.08825921411222,423.225505062166,444.853548611305,40.2153490421035,38.2601453056342,0.204850807241281,2.75569233289499,0.196751259414026,0.123670565264854,0.00015962074799999,25.4449732248994,25.4449732248994,3.26501512377863,52.5887135548671,1.81069690186192,3.44312834344727,1.45431822191671,-143.617453973704,133.250337593166,10.3204560626789,-0.0465006971103605,-4.07995182433607,3.40897865913734,-4.08825921411222,426.822834974685,431.843957575758,-0.00746270525316355,65.3084778318587,3.25663160938103,15.9941559189095,19.9817915151515,-0.0183690157821047,118.365486765158,0,0,1,0,48430,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788895.7,423.2255,420.0609,20.02954,16.02073,416.7237,19.72431,500.0035,90.35318,0.04814234,26.34189,24.90571,999.9,0,0,10005.5,0,0.220656,3.164554,431.8756,426.9001,4.008811,420.0609,16.02073,1.809732,1.447523,15.8711,12.4247,0.00100013,0,0,0,882.5,0.00100013,-23.4,-2.15,35.0248,38.2122,36.4874,38.1748,37.0559,0,0,0,1663788896.2,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.2133375,-0.292354671669797,0.126155715323365,0,3.820521,1.4054087054409,0.137946137002817,0,0,2,"0/2",2.97484,2.70231,0.091019,0.0916769,0.090883,0.0779712,35453.6,38643.4,35343.2,38582.1,45554.9,51377.6,55235.5,61880.9,1.9984,1.818,0.00590086,0,24.7907,999.9,45.477,31.25,23.0338,60.7142,44.9199,1,-0.0932927,-1.17898,20.1275,5.19932,12.0099,4.976,3.294,9999,9999,706.6,9999,1.86356,1.86829,1.86804,1.86923,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.502,0.3028,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51854.2,51854.2,1.02051,2.65137,1.54785,2.30103,1.34644,2.36694,35.8244,23.9649,18,503.781,391.167,26.2901,26.0634,29.9984,26.0383,25.9808,20.448,34.2213,28.5964,26.2121,420,15.8525,102.472,103.004,6
90,1663788903.5,1405.90000009537,2022-09-21 14:35:03,14:35:03,5,"a_y_35_77","ozzie",1663788901,0.00327102368544479,3.27102368544479,-4.05890134260735,423.190116218848,444.651100066113,40.196887393017,38.2567937984581,0.203681293567077,2.75833072090138,0.195679356941903,0.122992346229602,0.00015962074799999,25.4635998588693,25.4635998588693,3.26863057873864,52.2059328306959,1.79982892147021,3.4475562907899,1.46880165726843,-144.252144528115,133.846348038245,10.3588024795583,-0.0468343895642249,-4.12566665639991,3.48019638864679,-4.05890134260735,426.769351284684,431.760684848485,-0.00909273889207932,65.3084778318587,3.27102368544479,15.8093070176047,19.86632,-0.0244887656092634,118.365486765158,0,0,1,0,47579,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788901,423.190111111111,420.007111111111,19.9094,15.8169,416.688555555556,19.6093333333333,500.072,90.3533666666667,0.0475957666666667,26.3636666666667,24.8951555555556,999.9,0,0,10021.1111111111,0,0.220656,3.18294,431.786777777778,426.757111111111,4.09249111111111,420.007111111111,15.8169,1.79888222222222,1.42911111111111,15.7770444444444,12.2300777777778,0.00100013,0,0,0,880.444444444444,0.00100013,-8.27777777777778,-1.11111111111111,34.972,38.111,36.4232222222222,38.0552222222222,37,0,0,0,1663788901,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.198474,-0.374568630394006,0.116661280547575,0,3.9312705,1.35621005628517,0.134578835147842,0,0,2,"0/2",2.9742,2.70184,0.0910087,0.0916893,0.0905154,0.0777239,35454.7,38643.2,35344,38582.4,45574.3,51392.2,55236.3,61881.9,1.9982,1.8178,0.00715256,0,24.7886,999.9,45.428,31.25,23.0066,60.4542,45.3325,1,-0.0943293,-1.03771,20.129,5.19932,12.0099,4.9756,3.294,9999,9999,706.6,9999,1.86353,1.86829,1.86801,1.86926,1.87012,1.86615,1.86722,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.501,0.2978,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51854.3,51854.2,1.02051,2.64771,1.54785,2.30103,1.34644,2.43042,35.8244,23.9737,18,503.63,391.044,26.307,26.0634,29.9991,26.0361,25.9786,20.4487,34.2213,28.5964,26.286,420,15.8209,102.474,103.005,6
91,1663788908.5,1410.90000009537,2022-09-21 14:35:08,14:35:08,5,"a_y_35_77","ozzie",1663788905.7,0.00334155445717346,3.34155445717347,-3.90837465678501,423.100904899204,442.770489140269,40.0270892454662,38.2489305308529,0.207396198152839,2.75442710819334,0.199094853199123,0.125152439348451,0.00015962074799999,25.4570960958565,25.4570960958565,3.26736779228247,51.951736897577,1.79255656836136,3.45042663712166,1.47481122392111,-147.36255156135,136.717012840446,10.5963732351426,-0.0490058650133847,-4.04509291392785,3.43515828287743,-3.90837465678501,426.707665896325,431.594757575758,-0.0258374618623405,65.3084778318587,3.34155445717347,15.7866331735112,19.8072206060606,-0.0105569403962517,118.365486765158,0,0,1,0,47875,0.00100013,0.00084010919999999,0.84,0.1596,6,0.5,"0: Broadleaf",2,TRUE,1663788905.7,423.1009,419.9913,19.82885,15.78893,416.5998,19.53224,500.0658,90.35326,0.04817873,26.37777,24.93492,999.9,0,0,9998,0,0.220656,3.109435,431.6602,426.729,4.039925,419.9913,15.78893,1.791603,1.426581,15.71372,12.20315,0.00100013,0,0,0,880.2,0.00100013,-14.9,-0.1,34.937,38.0372,36.375,37.9372,36.9496,0,0,0,1663788905.8,0,0,"--:--:--",1660677648.1,1660677649.1,0,-1.042,0.003,5.218,0.344,417,22,1.24,0.53,3.169645,-0.40577448405254,0.113725900721867,0,4.00997925,0.605365666041275,0.0727236945701847,0,0,2,"0/2",2.97335,2.70261,0.0909947,0.0916639,0.090354,0.0776644,35455.4,38644.6,35344.1,38582.8,45583.1,51395.7,55237,61882,1.998,1.8176,0.0101924,0,24.7866,999.9,45.428,31.25,23.0083,60.5542,45.3005,1,-0.0942683,-0.924706,20.1297,5.19932,12.0076,4.976,3.294,9999,9999,706.6,9999,1.86356,1.86829,1.86801,1.8692,1.87012,1.86615,1.86719,1.86859,5,0,0,0,11111111,"oooooooo","off","off","off","off",0,100,100,6.501,0.2956,3.83412584298339,0.00658963167372077,-4.22092532282452e-07,-7.06053572793055e-11,-0.0268881048355736,-0.0215699510358357,0.00246731695535422,-2.63680080038783e-05,-4,2079,1,22,51854.3,51854.3,1.02051,2.65015,1.54785,2.30103,1.34644,2.38647,35.8244,23.9649,18,503.476,390.92,26.3392,26.0612,29.9996,26.0339,25.9764,20.4476,34.2213,28.214,26.3312,420,15.7818,102.475,103.006,6
