id,type,sample.weight,n.retention.time,n.response,n.rb,n.weight.mg,n.weight.percent,n.peaktype,n.element.name,c.retention.time,c.response,c.rb,c.weight.mg,c.weight.percent,c.peak.type,c.element.name
e_n_630_71_tl,unknown,2.992,2.225,132.792,A,0.074,2.467,Ordnr,Nitrogen,3.872,6100.54,A,1.281,42.806,Ordnr,Carbon
e_y_280_28_tl,unknown,1.884,2.212,142.358,A,0.079,4.195,Ordnr,Nitrogen,3.888,5136.263,A,1.073,56.931,Ordnr,Carbon
e_y_350_29_tl,unknown,2.85,2.216,100.507,A,0.056,1.97,Ordnr,Nitrogen,3.865,5661.707,A,1.186,41.605,Ordnr,Carbon
e_n_0_38_tl,unknown,3.338,2.219,97.355,A,0.054,1.63,Ordnr,Nitrogen,3.865,5613.613,A,1.175,35.211,Ordnr,Carbon
e_y_630_34_tl,unknown,2.434,2.219,68.083,A,0.038,1.571,Ordnr,Nitrogen,3.945,3998.046,A,0.83,34.089,Ordnr,Carbon
e_n_35_44_tl,unknown,1.808,2.231,39.508,A,0.022,1.233,Ordnr,Nitrogen,3.989,3539.351,A,0.733,40.527,Ordnr,Carbon
e_n_140_53_tl,unknown,3.184,2.249,82.834,A,0.046,1.458,Ordnr,Nitrogen,3.881,6364.186,A,1.338,42.026,Ordnr,Carbon
e_n_280_64_tl,unknown,2.739,2.252,73.554,A,0.041,1.507,Ordnr,Nitrogen,3.903,5654.485,A,1.184,43.234,Ordnr,Carbon
e_y_280_25_tl,unknown,2.325,2.256,81.662,A,0.046,1.968,Ordnr,Nitrogen,3.951,4886.761,A,1.019,43.831,Ordnr,Carbon
e_y_140_18_tl,unknown,3.622,2.252,139.324,A,0.077,2.136,Ordnr,Nitrogen,3.853,7529.846,A,1.594,44,Ordnr,Carbon
QC,quality_control,1.745,2.235,353.548,A,0.19,10.909,Ordnr,Nitrogen,3.895,6142.922,A,1.29,73.924,Ordnr,Carbon
e_y_35_5_tl,unknown,2.807,2.248,137.354,A,0.076,2.719,Ordnr,Nitrogen,3.917,5824.228,A,1.221,43.494,Ordnr,Carbon
e_y_630_33_tl,unknown,4.056,2.245,235.327,A,0.129,3.177,Ordnr,Nitrogen,3.84,8344.469,A,1.774,43.748,Ordnr,Carbon
e_y_280_26_tl,unknown,2.677,2.237,93.226,A,0.052,1.948,Ordnr,Nitrogen,3.921,5608.144,A,1.174,43.861,Ordnr,Carbon
e_n_280_62_tl,unknown,4.37,2.243,126.635,A,0.07,1.613,Ordnr,Nitrogen,3.821,8711.891,A,1.857,42.483,Ordnr,Carbon
e_n_35_42_tl,unknown,2.421,2.208,56.301,A,0.032,1.308,Ordnr,Nitrogen,3.911,4698.488,A,0.979,40.43,Ordnr,Carbon
e_y_140_17_tl,unknown,2.478,2.205,95.525,A,0.053,2.155,Ordnr,Nitrogen,3.897,5052.648,A,1.055,42.56,Ordnr,Carbon
e_n_630_72_tl,unknown,3.304,2.227,183.413,A,0.101,3.063,Ordnr,Nitrogen,3.851,6919.957,A,1.46,44.174,Ordnr,Carbon
e_n_0_39_tl,unknown,1.179,2.233,25.814,A,0.015,1.238,Ordnr,Nitrogen,4.085,2275.646,A,0.468,39.692,Ordnr,Carbon
e_n_140_55_tl,unknown,2.305,2.244,77.101,A,0.043,1.876,Ordnr,Nitrogen,3.956,4731.524,A,0.986,42.771,Ordnr,Carbon
e_n_105_50_tl,unknown,3.771,2.264,101.306,A,0.057,1.501,Ordnr,Nitrogen,3.889,7475.314,A,1.582,41.942,Ordnr,Carbon
e_n_70_46_tl,unknown,1.962,2.244,53.804,A,0.03,1.543,Ordnr,Nitrogen,3.992,4013.584,A,0.833,42.458,Ordnr,Carbon
QC,quality_control,0.677,2.237,136.389,A,0.076,11.194,Ordnr,Nitrogen,4.067,2488.143,A,0.512,75.662,Ordnr,Carbon
e_y_210_21_tl,unknown,4.003,2.259,155.707,A,0.086,2.155,Ordnr,Nitrogen,3.849,8411.348,A,1.789,44.7,Ordnr,Carbon
e_y_140_19_tl,unknown,2.755,2.261,117.485,A,0.065,2.376,Ordnr,Nitrogen,3.955,5830.352,A,1.222,44.363,Ordnr,Carbon
e_y_70_11_tl,unknown,4.009,2.256,166.061,A,0.092,2.291,Ordnr,Nitrogen,3.852,8151.09,A,1.731,43.187,Ordnr,Carbon
e_y_210_23_tl,unknown,2.851,2.219,97.442,A,0.054,1.911,Ordnr,Nitrogen,3.899,5800.667,A,1.216,42.644,Ordnr,Carbon
e_y_70_9_tl,unknown,3.369,2.213,138.501,A,0.077,2.284,Ordnr,Nitrogen,3.824,7010.867,A,1.479,43.914,Ordnr,Carbon
e_y_105_16_tl,unknown,2.188,2.22,101.084,A,0.056,2.581,Ordnr,Nitrogen,3.928,4609.081,A,0.96,43.863,Ordnr,Carbon
e_y_0_3_tl,unknown,2.693,2.225,150.865,A,0.084,3.106,Ordnr,Nitrogen,3.888,5810.282,A,1.218,45.223,Ordnr,Carbon
e_y_630_36_tl,unknown,3.171,2.24,163.582,A,0.091,2.855,Ordnr,Nitrogen,3.869,6540.349,A,1.376,43.409,Ordnr,Carbon
e_n_105_49_tl,unknown,3.91,2.233,111.249,A,0.062,1.587,Ordnr,Nitrogen,3.837,7495.14,A,1.586,40.563,Ordnr,Carbon
e_y_105_15_tl,unknown,3.92,2.227,177.423,A,0.098,2.499,Ordnr,Nitrogen,3.821,8018.998,A,1.702,43.418,Ordnr,Carbon
e_y_35_6_tl,unknown,1.628,2.231,78.481,A,0.044,2.703,Ordnr,Nitrogen,4.02,3505.143,A,0.726,44.565,Ordnr,Carbon
QC,quality_control,1.587,2.207,316.239,A,0.171,10.786,Ordnr,Nitrogen,3.905,5569.751,A,1.166,73.465,Ordnr,Carbon
e_n_140_54_tl,unknown,1.78,2.225,58.188,A,0.033,1.839,Ordnr,Nitrogen,4.023,3726.529,A,0.772,43.385,Ordnr,Carbon
e_n_0_40_tl,unknown,2.732,2.229,95.171,A,0.053,1.948,Ordnr,Nitrogen,3.921,5267.874,A,1.101,40.295,Ordnr,Carbon
e_y_140_20_tl,unknown,3.308,2.197,156.954,A,0.087,2.628,Ordnr,Nitrogen,3.811,6834.959,A,1.441,43.558,Ordnr,Carbon
e_y_350_30_tl,unknown,3.404,2.229,134.353,A,0.075,2.194,Ordnr,Nitrogen,3.873,6976.832,A,1.472,43.243,Ordnr,Carbon
e_n_280_63_tl,unknown,3.813,2.233,129.054,A,0.072,1.883,Ordnr,Nitrogen,3.845,7721.128,A,1.636,42.905,Ordnr,Carbon
e_y_210_24_tl,unknown,1.999,2.216,71.039,A,0.04,1.995,Ordnr,Nitrogen,3.973,4246.437,A,0.882,44.145,Ordnr,Carbon
e_n_350_67_tl,unknown,3.303,2.255,101.06,A,0.056,1.709,Ordnr,Nitrogen,3.921,6661.95,A,1.403,42.478,Ordnr,Carbon
e_y_0_2_tl,unknown,3.089,2.248,127.07,A,0.071,2.289,Ordnr,Nitrogen,3.921,6607.436,A,1.391,45.035,Ordnr,Carbon
e_y_350_32_tl,unknown,4.142,2.267,147.353,A,0.082,1.973,Ordnr,Nitrogen,3.875,8696.969,A,1.853,44.741,Ordnr,Carbon
e_y_70_10_tl,unknown,2.437,2.263,95.827,A,0.054,2.199,Ordnr,Nitrogen,4.016,5143.149,A,1.074,44.073,Ordnr,Carbon
e_n_280_61_tl,unknown,2.731,2.256,74.672,A,0.042,1.534,Ordnr,Nitrogen,3.988,5793.883,A,1.214,44.464,Ordnr,Carbon
QC,quality_control,1.438,2.247,291.858,A,0.159,11.023,Ordnr,Nitrogen,4.024,5183.548,A,1.083,75.294,Ordnr,Carbon
e_y_70_12_tl,unknown,2.224,2.257,88.042,A,0.049,2.216,Ordnr,Nitrogen,4.04,4864.286,A,1.014,45.605,Ordnr,Carbon
e_n_140_56_tl,unknown,3.116,2.259,79.21,A,0.044,1.425,Ordnr,Nitrogen,3.968,6449.293,A,1.357,43.538,Ordnr,Carbon
e_y_35_7_tl,unknown,2.895,2.264,128.726,A,0.072,2.474,Ordnr,Nitrogen,3.981,6160.683,A,1.294,44.692,Ordnr,Carbon
e_n_70_45_tl,unknown,3.8,2.241,92.109,A,0.052,1.356,Ordnr,Nitrogen,3.893,7252.095,A,1.532,40.328,Ordnr,Carbon
e_n_350_65_tl,unknown,2.451,2.229,75.843,A,0.043,1.736,Ordnr,Nitrogen,3.965,5071.868,A,1.059,43.197,Ordnr,Carbon
e_n_35_41_tl,unknown,3.375,2.204,87.184,A,0.049,1.446,Ordnr,Nitrogen,3.86,6533.13,A,1.375,40.738,Ordnr,Carbon
e_y_0_4_tl,unknown,2.639,2.224,114.633,A,0.064,2.422,Ordnr,Nitrogen,3.94,5296.75,A,1.107,41.95,Ordnr,Carbon
e_y_105_14_tl,unknown,3.242,2.22,130.935,A,0.073,2.246,Ordnr,Nitrogen,3.893,6659.139,A,1.402,43.258,Ordnr,Carbon
e_y_210_22_tl,unknown,2.521,2.248,86.339,A,0.048,1.918,Ordnr,Nitrogen,3.981,5376.87,A,1.124,44.598,Ordnr,Carbon
e_n_350_68_tl,unknown,2.551,2.256,89.868,A,0.05,1.972,Ordnr,Nitrogen,3.988,5389.527,A,1.127,44.18,Ordnr,Carbon
e_n_35_43_tl,unknown,1.377,2.248,44.681,A,0.025,1.829,Ordnr,Nitrogen,4.124,2866.216,A,0.591,42.937,Ordnr,Carbon
QC,quality_control,1.121,2.229,226.645,A,0.124,11.085,Ordnr,Nitrogen,4.028,4054.826,A,0.842,75.091,Ordnr,Carbon
e_n_630_70_tl,unknown,2.568,2.244,159.771,A,0.088,3.445,Ordnr,Nitrogen,3.965,5740.591,A,1.203,46.837,Ordnr,Carbon
e_n_210_59_tl,unknown,2.258,2.255,68.207,A,0.038,1.696,Ordnr,Nitrogen,4.02,4744.829,A,0.989,43.787,Ordnr,Carbon
e_n_210_60_tl,unknown,2.954,2.257,74.516,A,0.042,1.415,Ordnr,Nitrogen,3.953,5866.92,A,1.23,41.642,Ordnr,Carbon
e_y_0_1_tl,unknown,3.812,2.237,137.569,A,0.076,2.005,Ordnr,Nitrogen,3.869,7446.651,A,1.575,41.325,Ordnr,Carbon
e_y_105_13_tl,unknown,3.503,2.22,139.517,A,0.077,2.212,Ordnr,Nitrogen,3.86,6862.032,A,1.447,41.302,Ordnr,Carbon
e_y_630_35_tl,unknown,2.461,2.195,126.394,A,0.07,2.858,Ordnr,Nitrogen,3.896,5132.934,A,1.072,43.554,Ordnr,Carbon
e_y_0_1_nod,unknown,1.189,2.209,136.279,A,0.076,6.369,Ordnr,Nitrogen,4.08,2656.851,A,0.547,46.043,Ordnr,Carbon
e_y_0_2_nod,unknown,2.725,2.244,286.331,A,0.156,5.711,Ordnr,Nitrogen,3.947,5277.749,A,1.103,40.476,Ordnr,Carbon
e_y_0_3_nod,unknown,3.409,2.255,384.708,A,0.206,6.05,Ordnr,Nitrogen,3.915,6868.323,A,1.448,42.482,Ordnr,Carbon
e_y_0_4_nod,unknown,3.672,2.26,410.46,A,0.219,5.972,Ordnr,Nitrogen,3.913,7359.163,A,1.556,42.376,Ordnr,Carbon
e_y_35_5_nod,unknown,3.09,2.253,359.364,A,0.193,6.257,Ordnr,Nitrogen,3.949,6402.759,A,1.346,43.576,Ordnr,Carbon
QC,quality_control,0.782,2.239,156.759,A,0.087,11.104,Ordnr,Nitrogen,4.124,3008.496,A,0.621,79.42,Ordnr,Carbon
