id,type,sample.weight,n.retention.time,n.response,n.rb,n.weight.mg,n.weight.percent,n.peaktype,n.element.name,c.retention.time,c.response,c.rb,c.weight.mg,c.weight.percent,c.peak.type,c.element.name
e_y_280_27_tr,unknown,2.217,1.805,50.909,A,0.036,1.614,Ordnr,Nitrogen,2.967,3807.858,A,1.005,45.354,Ordnr,Carbon
QC,quality_control,1.559,1.796,220.287,A,0.151,9.698,Ordnr,Nitrogen,2.944,4194.779,A,1.111,71.291,Ordnr,Carbon
e_n_280_64_tr,unknown,2.256,1.815,38.737,A,0.027,1.212,Ordnr,Nitrogen,2.972,3603.199,A,0.95,42.099,Ordnr,Carbon
e_n_280_63_tr,unknown,1.853,1.812,31.61,A,0.022,1.209,Ordnr,Nitrogen,2.988,3108.279,A,0.816,44.023,Ordnr,Carbon
e_y_350_31_tr,unknown,1.8,1.808,29.473,A,0.021,1.162,Ordnr,Nitrogen,2.987,3096.645,A,0.813,45.145,Ordnr,Carbon
e_y_210_21_tr,unknown,2.742,1.815,42.031,A,0.03,1.081,Ordnr,Nitrogen,2.933,4395.744,A,1.167,42.55,Ordnr,Carbon
e_y_35_8_tr,unknown,2.29,1.812,44.461,A,0.031,1.367,Ordnr,Nitrogen,2.956,3611.162,A,0.952,41.569,Ordnr,Carbon
e_n_630_69_tr,unknown,3.178,1.805,83.387,A,0.058,1.831,Ordnr,Nitrogen,2.904,5153.362,A,1.377,43.326,Ordnr,Carbon
e_n_280_61_tr,unknown,1.292,1.797,21.173,A,0.015,1.173,Ordnr,Nitrogen,3.013,2199.445,A,0.572,44.31,Ordnr,Carbon
e_y_210_23_tr,unknown,2.974,1.805,57.882,A,0.041,1.365,Ordnr,Nitrogen,2.909,5075.737,A,1.355,45.57,Ordnr,Carbon
e_n_210_60_tr,unknown,2.237,1.805,29.462,A,0.021,0.935,Ordnr,Nitrogen,2.963,3664.562,A,0.966,43.203,Ordnr,Carbon
e_y_350_32_tr,unknown,3.083,1.809,42.359,A,0.03,0.968,Ordnr,Nitrogen,2.924,4743.933,A,1.263,40.966,Ordnr,Carbon
e_n_350_65_tr,unknown,3.312,1.819,51.104,A,0.036,1.084,Ordnr,Nitrogen,2.913,5302.008,A,1.418,42.829,Ordnr,Carbon
QC,quality_control,1.656,1.793,233.934,A,0.16,9.683,Ordnr,Nitrogen,2.932,4437.716,A,1.178,71.152,Ordnr,Carbon
e_y_0_2_tr,unknown,1.78,1.811,36.599,A,0.026,1.453,Ordnr,Nitrogen,3.008,2850.87,A,0.746,41.937,Ordnr,Carbon
e_y_630_36_tr,unknown,2.647,1.809,61.335,A,0.043,1.624,Ordnr,Nitrogen,2.944,4352.652,A,1.155,43.628,Ordnr,Carbon
e_y_0_3_tr,unknown,2.887,1.812,56.576,A,0.04,1.375,Ordnr,Nitrogen,2.931,4602.946,A,1.224,42.394,Ordnr,Carbon
e_y_0_4_tr,unknown,2.906,1.813,69.066,A,0.048,1.663,Ordnr,Nitrogen,2.928,4542.518,A,1.207,41.542,Ordnr,Carbon
e_n_0_40_tr,unknown,2.683,1.804,33.672,A,0.024,0.888,Ordnr,Nitrogen,2.925,4243.39,A,1.125,41.922,Ordnr,Carbon
e_n_0_37_tr,unknown,1.55,1.8,19.389,A,0.014,0.897,Ordnr,Nitrogen,3.009,2300.137,A,0.599,38.662,Ordnr,Carbon
e_n_105_51_tr,unknown,2.785,1.811,33.395,A,0.024,0.849,Ordnr,Nitrogen,2.928,4331.207,A,1.149,41.254,Ordnr,Carbon
e_n_105_52_tr,unknown,3.376,1.815,42.762,A,0.03,0.893,Ordnr,Nitrogen,2.903,5196.647,A,1.389,41.144,Ordnr,Carbon
e_y_630_33_tr,unknown,2.932,1.804,77.513,A,0.054,1.846,Ordnr,Nitrogen,2.916,4773.513,A,1.271,43.355,Ordnr,Carbon
e_n_0_39_tr,unknown,1.498,1.796,15.94,A,0.012,0.768,Ordnr,Nitrogen,3.011,2340.277,A,0.61,40.718,Ordnr,Carbon
e_n_0_38_tr,unknown,2.098,1.805,32.243,A,0.023,1.089,Ordnr,Nitrogen,2.983,3124.534,A,0.82,39.091,Ordnr,Carbon
QC,quality_control,1.002,1.784,138.643,A,0.096,9.58,Ordnr,Nitrogen,2.985,2732.043,A,0.715,71.318,Ordnr,Carbon
e_y_0_1_tr,unknown,2.287,1.809,45.026,A,0.032,1.386,Ordnr,Nitrogen,2.965,3591.18,A,0.946,41.386,Ordnr,Carbon
e_n_630_72_tr,unknown,1.869,1.804,41.155,A,0.029,1.553,Ordnr,Nitrogen,2.981,3249.143,A,0.854,45.681,Ordnr,Carbon
e_y_630_35_tr,unknown,2.493,1.811,64.32,A,0.045,1.807,Ordnr,Nitrogen,2.951,4082.355,A,1.081,43.344,Ordnr,Carbon
e_y_210_22_tr,unknown,2.385,1.809,39.985,A,0.028,1.183,Ordnr,Nitrogen,2.961,3678.27,A,0.97,40.678,Ordnr,Carbon
e_n_630_70_tr,unknown,2.445,1.803,78.507,A,0.055,2.242,Ordnr,Nitrogen,2.944,3927.258,A,1.038,42.459,Ordnr,Carbon
e_n_70_48_tr,unknown,2.217,1.805,28.21,A,0.02,0.904,Ordnr,Nitrogen,2.959,3418.229,A,0.9,40.575,Ordnr,Carbon
e_n_350_66_tr,unknown,3.269,1.809,50.44,A,0.035,1.084,Ordnr,Nitrogen,2.896,5207.323,A,1.392,42.582,Ordnr,Carbon
e_n_70_45_tr,unknown,2.637,1.801,39.122,A,0.028,1.047,Ordnr,Nitrogen,2.936,4047.383,A,1.071,40.614,Ordnr,Carbon
e_n_210_59_tr,unknown,2.086,1.8,35.07,A,0.025,1.189,Ordnr,Nitrogen,2.969,3309.484,A,0.87,41.711,Ordnr,Carbon
e_y_35_6_tr,unknown,1.866,1.788,35.384,A,0.025,1.341,Ordnr,Nitrogen,2.968,3194.095,A,0.839,44.957,Ordnr,Carbon
e_y_35_5_tr,unknown,2.375,1.8,39.963,A,0.028,1.187,Ordnr,Nitrogen,2.947,3860.848,A,1.02,42.946,Ordnr,Carbon
QC,quality_control,0.669,1.781,92.128,A,0.064,9.593,Ordnr,Nitrogen,3.023,1874.675,A,0.486,72.71,Ordnr,Carbon
e_y_630_34_tr,unknown,3.536,1.807,109.385,A,0.076,2.15,Ordnr,Nitrogen,2.903,5590.632,A,1.5,42.407,Ordnr,Carbon
a_y_630_106_ts,unknown,1.9,1.799,50.529,A,0.036,1.869,Ordnr,Nitrogen,2.992,3001.787,A,0.787,41.424,Ordnr,Carbon
a_n_210_131_ts,unknown,3.322,1.809,88.809,A,0.062,1.863,Ordnr,Nitrogen,2.919,4948.169,A,1.32,39.726,Ordnr,Carbon
a_n_140_126_ts,unknown,2.879,1.808,66.097,A,0.046,1.607,Ordnr,Nitrogen,2.933,4322.577,A,1.147,39.825,Ordnr,Carbon
a_y_140_90_ts,unknown,1.749,1.796,44.392,A,0.031,1.788,Ordnr,Nitrogen,2.989,2734.354,A,0.715,40.893,Ordnr,Carbon
a_n_350_140_ts,unknown,3.938,1.808,108.468,A,0.075,1.914,Ordnr,Nitrogen,2.884,5804.992,A,1.56,39.614,Ordnr,Carbon
a_y_210_95_ts,unknown,2.541,1.797,60.128,A,0.042,1.659,Ordnr,Nitrogen,2.944,3827.372,A,1.011,39.781,Ordnr,Carbon
a_y_280_99_ts,unknown,3.465,1.793,71.106,A,0.05,1.435,Ordnr,Nitrogen,2.889,5261.927,A,1.407,40.614,Ordnr,Carbon
a_n_630_144_ts,unknown,2.538,1.789,78.344,A,0.055,2.155,Ordnr,Nitrogen,2.939,3895.872,A,1.03,40.565,Ordnr,Carbon
a_n_210_132_ts,unknown,2.932,1.799,47.695,A,0.034,1.144,Ordnr,Nitrogen,2.919,4443.323,A,1.18,40.24,Ordnr,Carbon
a_n_70_118_ts,unknown,1.673,1.791,27.426,A,0.019,1.165,Ordnr,Nitrogen,2.997,2636.024,A,0.689,41.177,Ordnr,Carbon
QC,quality_control,1.029,1.781,146.478,A,0.101,9.847,Ordnr,Nitrogen,2.983,2843.954,A,0.745,72.364,Ordnr,Carbon
a_y_630_108_ts,unknown,2.302,1.796,72.645,A,0.051,2.206,Ordnr,Nitrogen,2.972,3505.218,A,0.923,40.102,Ordnr,Carbon
a_y_35_79_ts,unknown,3.177,1.807,56.353,A,0.04,1.245,Ordnr,Nitrogen,2.919,4910.189,A,1.309,41.207,Ordnr,Carbon
a_n_630_142_ts,unknown,2.928,1.799,80.819,A,0.056,1.927,Ordnr,Nitrogen,2.928,4499.367,A,1.195,40.823,Ordnr,Carbon
a_y_140_89_ts,unknown,3.664,1.8,95.027,A,0.066,1.806,Ordnr,Nitrogen,2.9,5407.39,A,1.448,39.52,Ordnr,Carbon
a_n_0_109_ts,unknown,3.11,1.801,66.802,A,0.047,1.503,Ordnr,Nitrogen,2.921,4634.241,A,1.233,39.633,Ordnr,Carbon
a_y_105_88_ts,unknown,2.958,1.796,60.115,A,0.042,1.425,Ordnr,Nitrogen,2.919,4406.035,A,1.17,39.538,Ordnr,Carbon
a_n_140_128_ts,unknown,2.81,1.799,66.309,A,0.046,1.652,Ordnr,Nitrogen,2.925,4096.614,A,1.084,38.594,Ordnr,Carbon
a_y_70_82_ts,unknown,2.496,1.789,50.355,A,0.035,1.418,Ordnr,Nitrogen,2.943,3805.824,A,1.005,40.262,Ordnr,Carbon
a_n_35_113_ts,unknown,2.175,1.793,23.592,A,0.017,0.774,Ordnr,Nitrogen,2.965,3300.396,A,0.868,39.891,Ordnr,Carbon
a_n_350_138_ts,unknown,2.911,1.796,57.611,A,0.04,1.388,Ordnr,Nitrogen,2.931,4344.115,A,1.152,39.591,Ordnr,Carbon
a_y_0_73_ts,unknown,2.283,1.789,44.444,A,0.031,1.371,Ordnr,Nitrogen,2.963,3567.381,A,0.94,41.175,Ordnr,Carbon
QC,quality_control,0.926,1.78,132.063,A,0.092,9.882,Ordnr,Nitrogen,2.996,2574.299,A,0.672,72.612,Ordnr,Carbon
a_y_350_101_ts,unknown,2.658,1.8,67.603,A,0.047,1.78,Ordnr,Nitrogen,2.959,4048.138,A,1.071,40.301,Ordnr,Carbon
a_n_350_139_ts,unknown,1.469,1.795,44.452,A,0.031,2.131,Ordnr,Nitrogen,3.025,2301.063,A,0.6,40.811,Ordnr,Carbon
a_y_0_76_ts,unknown,1.705,1.797,22.544,A,0.016,0.945,Ordnr,Nitrogen,3.007,2607.552,A,0.681,39.957,Ordnr,Carbon
a_y_35_77_ts,unknown,2.525,1.804,50.368,A,0.035,1.402,Ordnr,Nitrogen,2.955,3935.546,A,1.04,41.203,Ordnr,Carbon
a_y_35_78_ts,unknown,3.799,1.807,97.108,A,0.068,1.779,Ordnr,Nitrogen,2.895,5493.176,A,1.472,38.75,Ordnr,Carbon
a_n_35_115_ts,unknown,2.931,1.797,38.804,A,0.027,0.935,Ordnr,Nitrogen,2.925,4455.025,A,1.183,40.364,Ordnr,Carbon
a_n_210_130_ts,unknown,1.963,1.797,33.457,A,0.024,1.207,Ordnr,Nitrogen,2.979,3030.238,A,0.795,40.485,Ordnr,Carbon
a_y_105_85_ts,unknown,2.077,1.803,43.066,A,0.03,1.461,Ordnr,Nitrogen,2.98,3159.481,A,0.83,39.94,Ordnr,Carbon
a_n_140_125_ts,unknown,1.816,1.8,36.217,A,0.026,1.41,Ordnr,Nitrogen,2.997,2769.83,A,0.725,39.908,Ordnr,Carbon
a_n_35_114_ts,unknown,1.588,1.803,11.763,A,0.009,0.542,Ordnr,Nitrogen,3.012,2545.997,A,0.665,41.865,Ordnr,Carbon
a_n_105_122_ts,unknown,2.933,1.811,43.851,A,0.031,1.053,Ordnr,Nitrogen,2.947,4442.722,A,1.18,40.22,Ordnr,Carbon
QC,quality_control,2.24,1.8,325.225,A,0.221,9.868,Ordnr,Nitrogen,2.893,5972.191,A,1.607,71.755,Ordnr,Carbon
