id,type,sample.weight,n.retention.time,n.response,n.rb,n.weight.mg,n.weight.percent,n.peaktype,n.element.name,c.retention.time,c.response,c.rb,c.weight.mg,c.weight.percent,c.peak.type,c.element.name
e_y_210_21_focal,unknown,2.244,2.011,115.693,A,0.065,2.903,Ordnr,Nitrogen,3.228,4603.466,A,0.951,42.365,Ordnr,Carbon
e_y_210_22_focal,unknown,4.353,2.024,142.566,A,0.08,1.846,Ordnr,Nitrogen,3.129,8577.227,A,1.829,42.008,Ordnr,Carbon
QC,quality_control,1.242,2,225.423,A,0.127,10.222,Ordnr,Nitrogen,3.247,4287.711,A,0.883,71.102,Ordnr,Carbon
e_y_210_23_focal,unknown,1.554,2.008,70.846,A,0.04,2.553,Ordnr,Nitrogen,3.288,3215.731,A,0.656,42.206,Ordnr,Carbon
e_y_210_24_focal,unknown,1.94,2.008,71.377,A,0.04,2.061,Ordnr,Nitrogen,3.253,3991.905,A,0.82,42.271,Ordnr,Carbon
e_y_280_25_focal,unknown,2.535,2.016,97.128,A,0.055,2.154,Ordnr,Nitrogen,3.208,5214.277,A,1.082,42.693,Ordnr,Carbon
e_y_280_26_focal,unknown,1.975,2.007,77.355,A,0.043,2.196,Ordnr,Nitrogen,3.241,4057.902,A,0.834,42.232,Ordnr,Carbon
e_y_280_27_focal,unknown,1.741,1.997,58.156,A,0.032,1.864,Ordnr,Nitrogen,3.248,3596.841,A,0.736,42.29,Ordnr,Carbon
e_y_280_28_focal,unknown,1.483,1.993,52.94,A,0.029,1.988,Ordnr,Nitrogen,3.264,3051.072,A,0.621,41.893,Ordnr,Carbon
e_y_350_29_focal,unknown,1.836,1.995,81.597,A,0.046,2.494,Ordnr,Nitrogen,3.233,3823.9,A,0.784,42.721,Ordnr,Carbon
e_y_350_30_focal,unknown,2.177,2.007,91.016,A,0.051,2.349,Ordnr,Nitrogen,3.225,4489.597,A,0.926,42.547,Ordnr,Carbon
e_y_350_31_focal,unknown,1.758,2.003,55.9,A,0.031,1.773,Ordnr,Nitrogen,3.259,3671.355,A,0.752,42.778,Ordnr,Carbon
e_y_350_32_focal,unknown,2.747,2.227,95.142,A,0.053,1.947,Ordnr,Nitrogen,3.407,5620.402,A,1.17,42.606,Ordnr,Carbon
